transaction_id,account_id,transaction_date,transaction_type,amount,merchant,category
200030,11086,2024-07-26,credit,6762.22,Taylor LLC,Groceries
200031,10108,2025-04-11,credit,3133.63,Herman-Ramirez,Fuel
200032,10436,2025-05-07,credit,3630.04,Taylor and Sons,Rent
200033,10972,2024-08-16,credit,2898.12,"Hale, Robinson and Austin",Fuel
200034,10334,2025-01-23,debit,1583.65,Jones and Sons,Rent
200035,10575,2025-04-03,credit,9761.27,Stanton-Spencer,Rent
200036,10198,2025-06-07,credit,8802.44,Freeman-Williamson,Entertaiment
200037,10040,2024-07-02,debit,9309.49,Wells Group,Fuel
200038,10916,2025-02-19,debit,9466.09,Murphy Ltd,Salary
200039,10174,2024-10-22,credit,1773.18,Olsen-Martinez,Fuel
200040,10227,2024-10-18,credit,9615.79,Jensen and Sons,Entertaiment
200041,10170,2024-09-29,debit,160.54,Brown-Torres,Insurance
200042,10346,2024-11-26,debit,1921.04,Hamilton-Parker,Grocerry
200043,10048,2025-05-29,credit,521.06,Li-Rodriguez,Rent
200044,10886,2024-11-22,debit,7500.23,Burns and Sons,Rent
200045,10164,2024-11-20,credit,1307.37,Jones PLC,Fuel
200046,11174,2025-07-10,credit,9045.44,Merchant Unknown,Shopping
200047,10553,2025-04-13,debit,3668.57,Moss-Day,Entertaiment
200048,10869,2025-06-08,debit,1324.27,"Schultz, Kelly and Chang",Utilities
200049,11131,2025-03-01,debit,2667.46,Tucker Group,Shopping
200050,10173,2024-11-18,debit,8614.93,Cain-Evans,Groceries
200051,10263,2024-07-13,credit,2430.37,Merchant Unknown,Groceriess
200052,10485,2024-07-06,credit,-97.44,Ho PLC,Groceriess
200053,10144,2024-10-29,debit,6310.4,Kaufman Ltd,Shopping
200054,10216,2025-05-03,credit,7041.77,Cooper-Chandler,Shopping
200055,10380,2024-09-14,credit,39.41,Chan-Schaefer,Groceries
200056,10162,2024-10-03,credit,4760.97,"Ross, Taylor and Ferguson",Groceriess
200057,10381,2025-01-20,credit,4425.72,Merchant Unknown,Entertainment
200058,10539,2024-09-22,credit,6999.97,Merchant Unknown,Fuel
200059,10658,2025-02-03,credit,1625.07,Turner and Sons,Groceriess
200060,10844,2024-09-24,debit,2183.36,King LLC,Salary
200061,10493,2024-10-11,debit,2815.21,Simon-Dominguez,Groceries
200062,10128,2024-11-18,credit,6198.83,Merchant Unknown,Entertaiment
200063,10913,2025-07-21,credit,3184.66,Carter-Gallegos,Fuel
200064,10134,2024-08-22,debit,4508.42,Davis-Green,Rent
200065,10758,2025-04-25,debit,3135.43,"Ellis, Holmes and Lawrence",Entertainment
200066,10467,2024-10-27,credit,6908.96,Brown Ltd,Salary
200067,10825,2024-06-29,debit,4522.31,Smith-Morris,Entertaiment
200068,10789,2024-09-28,credit,8733.74,Simpson-Graham,Shopping
200069,10305,2024-08-01,credit,4344.38,"Lee, Hale and Brock",Fuel
200070,10770,2025-01-06,credit,949.37,Brown Ltd,Salary
200071,10405,2025-03-23,debit,1584.01,"Castillo, Sanchez and Collins",Grocerry
200072,10568,2025-02-07,debit,6068.64,Nguyen Inc,Insurance
200073,10327,2024-10-01,credit,3534.34,Hamilton PLC,Fuel
200074,10976,2024-12-03,credit,2352.29,Welch Inc,Insurance
200075,11004,2025-07-07,credit,3386.47,"Jones, Bryant and Williams",Groceriess
200076,10249,2025-03-13,debit,3411.63,Mccoy-Flores,Fuel
200077,10262,2024-10-20,debit,632.19,Rivera Group,Insurance
200078,10504,2025-05-17,debit,6883.13,Russell PLC,Salary
200079,10975,2025-03-06,debit,5772.62,Thomas Group,Entertainment
200080,10260,2025-05-11,credit,7081.34,"Douglas, Sanchez and Stokes",Entertainment
200081,11000,2024-07-24,credit,3135.29,Mcmahon-White,Fuel
200082,10658,2025-04-10,debit,4627.43,Smith Inc,Fuel
200083,10544,2024-07-16,debit,7774.55,Lee and Sons,Utilities
200084,10293,2025-01-07,credit,4738.0,Merchant Unknown,Salary
200085,10988,2024-12-10,debit,9566.72,Davila-Vazquez,Salary
200086,11098,2024-11-03,credit,9577.3,"Smith, Nguyen and Guerra",Fuel
200087,10124,2024-08-30,credit,5235.5,Yang-Davis,Insurance
200088,10866,2025-04-28,credit,2982.47,Johnson Group,Groceries
200089,10863,2024-12-29,debit,7758.19,Garcia Inc,Rent
200090,10782,2024-10-03,debit,7584.86,Rodgers-Knight,Utilities
200091,10933,2024-07-03,debit,2848.34,Bird Group,Salary
200092,10034,2024-12-07,debit,5526.2,Harris Ltd,Salary
200093,10768,2025-01-13,debit,6463.64,Anderson and Sons,Salary
200094,10070,2024-10-11,debit,5656.6,Johnson LLC,Grocerry
200095,10114,2024-09-24,credit,4967.27,"Anderson, Ortega and Williams",Shopping
200096,11070,2024-11-19,credit,919.5,Pena Inc,Shopping
200097,10845,2025-03-10,credit,4925.06,"Austin, Williams and Jones",Shopping
200098,10810,2025-04-16,credit,8143.83,Scott LLC,Utilities
200099,10465,2024-09-15,credit,525.78,Johnston and Sons,Groceries
200100,10086,2024-09-22,credit,9499.71,"Thompson, White and Gray",Salary
200101,10661,2024-08-10,debit,193.54,Moore Ltd,Rent
200102,10048,2025-02-13,debit,5500.76,Merchant Unknown,Groceriess
200103,10073,2024-10-02,debit,72.52,Collier-Jenkins,Groceriess
200104,10753,2024-10-14,credit,3972.42,Merchant Unknown,Shopping
200105,10576,2024-11-02,debit,5109.29,Robinson and Sons,Entertainment
200106,10524,2025-01-06,debit,8979.38,Evans-Brock,Shopping
200107,10584,2025-02-17,debit,6034.08,Patterson-Smith,Grocerry
200108,10830,2024-10-06,credit,417.56,"Hunt, Jordan and Adams",Entertainment
200109,10409,2025-04-11,debit,8329.46,Blair PLC,Groceriess
200110,10621,2024-11-11,credit,6478.65,Kim Group,Utilities
200111,10444,2025-02-28,debit,124.59,"Wells, Stein and Nicholson",Salary
200112,10422,2024-10-11,debit,7199.97,"Berry, Walsh and Ward",Insurance
200113,10338,2025-02-22,debit,5608.74,Greer-Kelly,Shopping
200114,10508,2025-05-16,credit,8844.24,Cook and Sons,Groceries
200115,10561,2024-11-21,debit,4451.16,Watson-Cook,Fuel
200116,10199,2025-05-20,credit,6458.08,Adams Group,Salary
200117,10155,2024-08-26,credit,-2975.4,Cobb-Brennan,Fuel
200118,10538,2025-01-10,credit,1204.13,Harvey Group,Entertaiment
200119,10062,2024-12-04,debit,1746.64,Garcia-Kennedy,Fuel
200120,10480,2024-11-16,debit,2701.4,Wright PLC,Rent
200121,10129,2025-03-24,credit,2155.54,Moore-Humphrey,Groceries
200122,11018,2025-04-23,debit,4124.83,Bradshaw-Long,Groceriess
200123,10090,2025-04-01,debit,7099.31,Estrada-Morgan,Entertainment
200124,10547,2025-01-29,debit,9631.93,"Hale, Lyons and Russell",Fuel
200125,10917,2025-04-17,credit,8735.34,"Gilmore, Ray and Beasley",Fuel
200126,11000,2025-04-12,credit,-2865.88,Moore and Sons,Rent
200127,11115,2025-06-01,debit,7262.26,"Fischer, Price and Bradshaw",Salary
200128,10710,2024-08-23,debit,3721.73,Garcia-Wells,Entertaiment
200129,10598,2024-08-25,debit,6757.43,"Ellis, Newman and Villa",Insurance
200130,10177,2024-09-10,credit,3328.71,"Garrett, Velazquez and Nguyen",Entertaiment
200131,11104,2024-09-16,credit,8897.52,"Mitchell, Dunn and Porter",Shopping
200132,10297,2024-12-09,credit,8511.13,Barnett Inc,Entertaiment
200133,10421,2024-12-03,debit,818.35,Long PLC,Shopping
200134,11026,2024-08-22,credit,5755.07,Cunningham-Lawrence,Fuel
200135,10464,2024-09-25,debit,4892.31,"Franklin, Preston and Payne",Entertaiment
200136,10764,2025-03-08,debit,5231.69,Perry LLC,Entertainment
200137,11181,2025-05-26,debit,6878.32,Nunez PLC,Entertainment
200138,10929,2024-07-28,credit,7162.3,Long PLC,Entertaiment
200139,10220,2025-03-07,credit,6949.68,Neal Inc,Utilities
200140,10428,2024-07-07,credit,9515.55,Merchant Unknown,Utilities
200141,10247,2024-09-29,credit,671.15,Crawford and Sons,Salary
200142,10825,2025-07-17,debit,3432.35,Gray Group,Utilities
200143,10877,2025-03-21,debit,6352.56,Hampton Inc,Shopping
200144,11006,2024-08-02,debit,3197.0,Merchant Unknown,Fuel
200145,10969,2024-10-10,debit,7529.43,"Austin, Olsen and Haley",Insurance
200146,10061,2025-06-12,debit,9491.27,"Smith, Kemp and Hughes",Groceries
200147,10778,2024-10-10,debit,7590.74,"Clark, Anderson and Martinez",Utilities
200148,11113,2024-10-14,credit,7243.06,Bowers-Vargas,Rent
200149,10777,2024-10-19,credit,6036.48,Sanders-Morris,Grocerry
200150,10924,2024-10-11,debit,950.44,Goodman Ltd,Groceriess
200151,10057,2024-08-28,debit,691.93,Kirby-Phillips,Utilities
200152,11157,2025-04-13,credit,2532.79,Harris-Cabrera,Fuel
200153,10925,2025-02-13,credit,399.13,Stevens Ltd,Shopping
200154,10317,2025-06-22,credit,1992.03,Merchant Unknown,Entertaiment
200155,10361,2025-02-08,credit,3023.46,"Mccoy, Turner and Lewis",Groceriess
200156,11010,2025-05-10,debit,8084.38,"Baker, Mathis and Miller",Shopping
200157,10207,2025-03-12,credit,7403.82,White Group,Rent
200158,11016,2025-03-25,debit,206.36,Higgins-Bradley,Fuel
200159,10754,2024-07-30,credit,-4186.83,"Ortiz, Mayo and Johnson",Fuel
200160,10864,2025-03-17,credit,2628.49,"Walker, Murphy and Greene",Insurance
200161,11038,2024-07-08,credit,1210.99,Blanchard Inc,Shopping
200162,10402,2024-08-30,debit,5574.13,Glover-Duncan,Entertaiment
200163,10379,2024-08-09,credit,5597.11,Parsons-Wright,Fuel
200164,10800,2025-06-29,credit,1128.41,Simon-Johnson,Groceries
200165,10621,2025-04-14,credit,3195.97,Lee and Sons,Entertainment
200166,10386,2024-10-09,debit,4787.86,Lewis-Lowery,Insurance
200167,11132,2024-12-05,credit,1461.98,Douglas-Harris,Entertaiment
200168,10139,2025-03-19,credit,5662.01,Ferguson-Garcia,Shopping
200169,10740,2024-07-13,debit,4064.51,"Gardner, Vazquez and Davis",Groceries
200170,10656,2024-07-20,credit,1926.86,Hancock Group,Rent
200171,10460,2025-02-14,credit,4794.18,Johnson LLC,Insurance
200172,10322,2025-06-13,debit,4971.84,Merchant Unknown,Groceriess
200173,10063,2025-01-23,credit,7045.04,Garcia Inc,Groceries
200174,10756,2024-10-13,debit,4645.61,"Pena, Garza and Sandoval",Salary
200175,10621,2025-04-21,debit,9193.35,Williams LLC,Rent
200176,11047,2025-03-07,credit,-4693.81,English Inc,Salary
200177,11091,2024-08-23,credit,2516.68,"Hoffman, Keith and Castaneda",Utilities
200178,10909,2025-06-20,debit,9268.27,Powell PLC,Entertainment
200179,11159,2024-07-08,debit,1919.27,"Hanna, Walter and Guzman",Shopping
200180,10842,2024-09-29,debit,6697.18,Thomas-Blevins,Groceriess
200181,10285,2025-04-20,debit,1900.47,Scott Ltd,Fuel
200182,11111,2025-06-23,credit,7980.51,Turner-Green,Fuel
200183,10596,2024-08-25,credit,5981.71,Clark and Sons,Shopping
200184,11017,2024-07-25,debit,4843.95,Brown-Woods,Groceriess
200185,10940,2025-03-13,credit,-2548.0,Tucker PLC,Insurance
200186,11127,2024-08-03,credit,666.4,Mccall Group,Rent
200187,10931,2024-07-18,debit,5111.67,Nguyen Group,Utilities
200188,10104,2024-08-03,debit,5953.12,"Stephenson, Gibbs and Wilson",Insurance
200189,10641,2025-06-01,credit,1230.04,Patton Inc,Groceries
200190,10143,2025-02-07,debit,1275.09,"Parker, Abbott and Smith",Fuel
200191,10866,2024-08-17,credit,99.55,Escobar-Caldwell,Utilities
200192,10582,2024-06-27,credit,2205.16,Arellano PLC,Grocerry
200193,10724,2025-01-27,credit,230.52,"Davis, Davis and Anderson",Fuel
200194,10784,2025-01-19,credit,-9544.78,Rosales-Evans,Utilities
200195,10995,2024-08-18,credit,8453.98,Peck-Jones,Fuel
200196,10355,2025-06-21,debit,1074.76,"Lewis, Graham and Sweeney",Utilities
200197,10891,2024-11-16,debit,4462.21,James-Dalton,Shopping
200198,10836,2024-09-06,debit,1504.7,"Jones, Spencer and Maynard",Groceriess
200199,10778,2024-07-10,debit,2052.08,"Porter, Mendez and Rodriguez",Insurance
200200,11073,2024-11-20,credit,4990.82,Patton LLC,Groceriess
200201,10420,2024-08-30,credit,6009.93,May Inc,Entertaiment
200202,10827,2024-11-08,debit,3533.3,Wiley-Jones,Fuel
200203,10595,2024-09-26,debit,6004.76,Mora and Sons,Groceries
200204,11153,2024-11-01,credit,4523.01,Jenkins Ltd,Salary
200205,10736,2024-12-11,debit,4363.48,"Lopez, Jones and Kelley",Insurance
200206,10183,2025-05-08,debit,2286.34,Rogers-Murillo,Utilities
200207,10980,2024-09-02,credit,8536.62,"Crawford, Collins and Jones",Entertaiment
200208,10400,2024-08-18,debit,3646.35,"Cox, Tucker and Stokes",Shopping
200209,10325,2025-06-23,credit,2504.66,"Owens, Daniels and Bush",Fuel
200210,10600,2024-10-11,debit,2785.86,"Fox, Browning and Simmons",Entertainment
200211,10838,2025-02-15,credit,-2318.92,Merchant Unknown,Shopping
200212,10360,2024-10-13,debit,9420.22,"Hudson, Herring and Walker",Entertainment
200213,10035,2024-07-18,credit,-6026.74,Wood PLC,Utilities
200214,10366,2025-02-25,debit,5534.83,"Cross, Reynolds and Bailey",Fuel
200215,10312,2025-03-10,credit,-2457.22,Clark-Cox,Entertaiment
200216,10557,2025-01-08,credit,5009.63,Tanner-Christian,Fuel
200217,10099,2024-09-05,credit,2420.01,Little-Miller,Entertaiment
200218,10571,2024-08-25,debit,1752.27,Powell-Hodges,Entertainment
200219,10331,2024-11-13,credit,671.67,Merchant Unknown,Rent
200220,11083,2024-11-30,debit,5503.61,Johnson-Reyes,Grocerry
200221,10955,2024-06-29,debit,7864.06,Johnson-Williams,Fuel
200222,10829,2024-10-18,debit,1669.79,"Mccall, Rodriguez and Walker",Fuel
200223,10074,2025-05-09,debit,8419.62,Hicks-Sosa,Insurance
200224,10783,2024-12-06,debit,239.73,Green Ltd,Entertaiment
200225,10032,2025-01-10,credit,4499.95,Strickland-Garcia,Fuel
200226,10618,2024-06-27,credit,164.76,Schmitt Group,Rent
200227,10817,2024-12-01,debit,3716.3,"Greene, Chambers and Mcneil",Fuel
200228,10851,2025-05-04,credit,9477.31,Tucker PLC,Utilities
200229,10766,2024-08-19,debit,9094.01,Ruiz and Sons,Insurance
200230,10159,2024-09-08,debit,8211.12,"Cortez, Martinez and Berg",Groceries
200231,10981,2025-03-09,debit,1935.6,Taylor and Sons,Fuel
200232,10022,2025-01-26,credit,7443.63,Merchant Unknown,Grocerry
200233,10447,2024-08-22,debit,242.37,Thompson and Sons,Entertaiment
200234,10942,2024-10-14,debit,2849.99,Merchant Unknown,Grocerry
200235,11199,2024-07-01,debit,7585.17,"Ramirez, Murphy and Moore",Grocerry
200236,10074,2024-09-08,credit,9986.45,Cooke-Garza,Salary
200237,10900,2024-10-19,debit,1440.37,Smith Inc,Entertainment
200238,10190,2024-07-11,debit,3944.6,Merchant Unknown,Utilities
200239,10024,2025-04-04,credit,4184.34,"Adams, Jacobs and Wilson",Fuel
200240,10874,2024-11-17,debit,9904.27,Bush and Sons,Shopping
200241,10334,2024-11-07,debit,7272.65,"Johnson, Farrell and Schroeder",Entertainment
200242,10959,2024-09-09,credit,9248.29,Merchant Unknown,Rent
200243,10701,2024-10-27,debit,8506.09,Pennington-Martin,Utilities
200244,11181,2025-03-02,debit,6315.61,"Vargas, Mclean and Smith",Fuel
200245,11026,2025-06-21,debit,8062.08,Roberts-Bowman,Entertainment
200246,10463,2025-06-24,debit,4834.48,"Howard, Burns and Hooper",Grocerry
200247,10615,2025-02-13,debit,513.81,Warren-Johnson,Entertaiment
200248,10527,2025-06-20,credit,5550.59,"Smith, Jones and Jacobson",Entertainment
200249,10950,2024-08-04,credit,6974.12,"Roberts, Delacruz and Harding",Insurance
200250,10858,2024-09-28,debit,812.21,Jones-Cook,Rent
200251,10135,2025-04-16,credit,4356.8,Buchanan PLC,Rent
200252,10062,2025-04-17,debit,1183.15,Spears LLC,Rent
200253,10811,2024-10-15,debit,4301.63,Peters-Marsh,Entertainment
200254,10337,2024-10-15,debit,5934.87,"Stephenson, Anderson and Johnson",Shopping
200255,10168,2024-07-29,credit,1501.31,"Hicks, Peters and Bishop",Entertaiment
200256,10311,2024-07-04,credit,-4712.61,Walker-Cooper,Salary
200257,10731,2025-06-15,credit,405.26,"Day, Donaldson and Nunez",Groceries
200258,11193,2024-09-22,credit,6144.02,Grant-Mejia,Fuel
200259,10800,2025-03-12,debit,1076.28,Davis Ltd,Groceriess
200260,11077,2025-02-22,debit,1387.02,"Stein, Wallace and Velazquez",Utilities
200261,10322,2025-06-12,credit,4964.66,Short Group,Insurance
200262,10693,2025-02-12,debit,8102.9,"Smith, Olsen and Tran",Grocerry
200263,10627,2024-11-06,debit,4180.28,Mueller-Vargas,Entertaiment
200264,10633,2024-10-22,credit,2407.57,"Tate, Gardner and Ramirez",Shopping
200265,10120,2025-02-04,credit,1477.65,"Smith, Barnes and Oconnell",Fuel
200266,10150,2025-01-31,debit,6877.57,"Williams, Evans and English",Fuel
200267,10986,2025-01-13,credit,9298.8,"Owen, Patterson and Bennett",Fuel
200268,10910,2025-04-04,credit,8956.0,Price Group,Insurance
200269,10392,2024-12-21,credit,314.76,Hall LLC,Fuel
200270,11019,2024-11-17,debit,7837.46,English-Miller,Rent
200271,10272,2024-10-27,debit,6584.39,Wallace Inc,Entertaiment
200272,11160,2025-06-20,credit,75.38,Barnes PLC,Insurance
200273,10190,2024-07-22,debit,1482.53,Matthews-Arnold,Entertainment
200274,11050,2024-08-19,debit,9073.16,Robinson-Smith,Insurance
200275,10078,2024-10-12,debit,7113.94,Mendoza Group,Salary
200276,10690,2025-07-13,credit,2111.41,"Martin, Salazar and Sanders",Fuel
200277,11034,2024-10-08,debit,8895.97,Stevens-Hood,Groceriess
200278,10402,2025-05-25,credit,4550.07,Morris Inc,Grocerry
200279,10934,2025-01-18,debit,180.13,Leonard-Allen,Entertaiment
200280,10128,2024-08-19,debit,9290.56,Thompson-Turner,Groceriess
200281,11171,2024-06-27,debit,8348.19,Hill Group,Utilities
200282,10614,2025-03-28,credit,8167.55,Parker Ltd,Insurance
200283,10543,2025-07-05,credit,2218.79,Wright-Marks,Groceries
200284,10880,2025-02-14,credit,8024.11,Murphy LLC,Grocerry
200285,10853,2025-07-25,debit,7689.24,Campbell-Frye,Rent
200286,11188,2025-06-21,debit,7796.97,Cruz Group,Insurance
200287,11148,2025-01-30,credit,5451.09,Smith-Ramirez,Shopping
200288,10673,2024-11-16,debit,207.89,Brown-Barajas,Fuel
200289,10528,2024-09-16,debit,6718.44,Sandoval PLC,Insurance
200290,10417,2025-04-30,debit,976.95,Lowe-Carter,Utilities
200291,11110,2024-09-04,credit,763.18,Charles LLC,Groceries
200292,10490,2025-03-01,debit,9651.47,"Dorsey, Taylor and Hughes",Rent
200293,10691,2024-07-13,debit,5108.29,Smith-Clayton,Groceriess
200294,10569,2025-02-15,debit,7890.21,Long-Conway,Insurance
200295,10387,2025-03-21,debit,7253.43,"Greene, Ramos and Garcia",Groceriess
200296,10176,2024-10-18,credit,1458.98,Burke and Sons,Grocerry
200297,10397,2024-07-06,debit,298.86,Miller-Marshall,Entertaiment
200298,10885,2025-06-21,debit,2124.39,Stein LLC,Shopping
200299,10990,2025-03-18,credit,9761.4,Garza Group,Entertaiment
200300,11012,2024-11-21,debit,3873.37,"Clark, Garrison and Flowers",Entertainment
200301,10085,2024-11-26,credit,38.21,Andersen LLC,Salary
200302,10693,2025-04-13,credit,9695.87,Maddox Inc,Shopping
200303,10909,2025-05-17,credit,5929.26,Willis PLC,Grocerry
200304,10697,2024-07-13,credit,7861.68,Schmidt-Pace,Grocerry
200305,10871,2024-11-12,credit,550.08,Lopez Inc,Fuel
200306,10528,2024-12-05,credit,2807.4,Powers Inc,Grocerry
200307,10745,2024-08-06,debit,7386.55,"Allen, Sanchez and Brooks",Groceries
200308,10583,2024-09-21,credit,8695.18,Munoz-Miller,Shopping
200309,10742,2024-07-19,debit,7680.22,Brown Inc,Shopping
200310,10374,2024-09-05,credit,2315.96,"Perkins, Peterson and Garcia",Grocerry
200311,11108,2024-08-21,credit,8115.96,Skinner Group,Fuel
200312,11118,2025-03-30,debit,1005.26,"Rhodes, Graves and Brown",Groceries
200313,10638,2025-04-09,debit,930.58,Gomez-Greene,Fuel
200314,10106,2024-06-26,credit,9489.89,"Cole, Bright and Cain",Rent
200315,10087,2024-08-20,debit,4060.48,Smith LLC,Fuel
200316,10102,2025-04-04,credit,821.01,Taylor and Sons,Groceriess
200317,10212,2024-07-28,credit,4703.69,Curtis-Harrison,Fuel
200318,11043,2025-06-16,debit,53.86,"Tate, Mitchell and Bennett",Utilities
200319,11181,2024-12-14,credit,4927.04,"Roberts, Sanchez and Smith",Groceriess
200320,10795,2025-04-09,debit,3443.33,Mendez LLC,Groceriess
200321,10842,2024-09-10,debit,2694.33,"Mendez, Gaines and Mora",Shopping
200322,10860,2025-03-13,debit,15.52,Dickson-Patterson,Groceriess
200323,10391,2024-12-06,credit,5766.58,"Patterson, Brown and Thompson",Shopping
200324,10509,2024-12-25,credit,2309.33,Merchant Unknown,Shopping
200325,10808,2025-03-04,credit,2766.21,Merchant Unknown,Entertainment
200326,10226,2025-06-09,credit,4134.14,Jones-Johnson,Fuel
200327,10252,2025-02-04,debit,9772.52,Spencer Ltd,Grocerry
200328,10563,2025-03-04,credit,8577.7,Woods-Brown,Entertainment
200329,10497,2025-03-10,debit,4375.07,Robles PLC,Insurance
200330,10949,2024-07-19,credit,7483.49,Anderson Inc,Shopping
200331,10588,2025-03-15,debit,1771.42,Myers Ltd,Rent
200332,11084,2025-01-24,debit,3479.08,"Ho, Johnson and Soto",Rent
200333,10411,2024-12-28,debit,8394.84,"Patterson, Rogers and Taylor",Utilities
200334,10328,2024-09-11,debit,9048.16,Merchant Unknown,Entertainment
200335,10995,2025-03-18,credit,1099.13,Martinez-Kelly,Fuel
200336,10202,2024-08-25,debit,7464.28,Merchant Unknown,Groceriess
200337,10219,2024-07-23,debit,2521.74,Gray Ltd,Shopping
200338,11138,2025-01-12,credit,6275.57,Merchant Unknown,Groceries
200339,10670,2025-04-01,debit,5679.94,Merchant Unknown,Entertainment
200340,10383,2024-10-14,debit,7209.09,"Hunt, Gutierrez and Buck",Fuel
200341,10556,2024-07-28,debit,6698.69,Mitchell and Sons,Groceriess
200342,11155,2025-02-16,debit,4719.07,Lee-Williams,Entertainment
200343,10665,2025-06-25,debit,3569.45,"Sanchez, Greer and Mejia",Grocerry
200344,10682,2024-09-29,debit,9575.06,Merchant Unknown,Shopping
200345,10211,2025-02-02,credit,2313.81,"Cunningham, Terry and Russo",Insurance
200346,11095,2025-03-26,credit,1027.05,"Jones, Thomas and Kim",Fuel
200347,10277,2025-02-13,credit,-2185.49,"Sims, York and James",Groceriess
200348,10837,2024-09-15,debit,6430.55,Arellano PLC,Entertainment
200349,10191,2025-03-30,credit,-6118.13,Garcia-Hopkins,Groceriess
200350,11099,2024-09-12,credit,442.66,"Crawford, Peterson and Jones",Shopping
200351,10013,2024-11-05,debit,8170.84,Calhoun and Sons,Insurance
200352,10677,2024-07-12,credit,9248.19,Garcia LLC,Salary
200353,10730,2025-03-12,credit,-269.97,Olsen LLC,Groceries
200354,10563,2024-08-28,credit,-2342.96,"Patterson, Carter and Jordan",Entertainment
200355,10404,2025-05-28,debit,613.69,Savage LLC,Groceriess
200356,10275,2024-07-20,credit,3667.06,Freeman LLC,Shopping
200357,10884,2024-10-26,credit,8336.36,Walker-Morton,Fuel
200358,10767,2024-09-30,credit,6844.71,Clements-Diaz,Entertaiment
200359,10322,2024-11-25,credit,4151.11,Arias-Cruz,Fuel
200360,10545,2024-12-25,debit,8864.0,Green-Alexander,Groceriess
200361,11091,2024-10-17,credit,9536.23,"Simmons, Martin and Olsen",Entertaiment
200362,10911,2025-02-05,debit,6063.21,Erickson-Rivas,Entertaiment
200363,10041,2024-07-04,debit,3755.89,Russell-Taylor,Shopping
200364,11190,2024-06-28,credit,9008.41,Lane-Arellano,Shopping
200365,11147,2024-12-05,credit,529.26,Reyes-Mcfarland,Entertaiment
200366,10258,2025-05-25,credit,5084.65,Thomas Ltd,Entertainment
200367,11103,2024-07-17,debit,5251.23,Cannon-Christensen,Utilities
200368,10680,2025-06-01,credit,441.14,Dawson-White,Fuel
200369,10451,2024-09-23,credit,5180.03,Merchant Unknown,Fuel
200370,11119,2025-04-09,debit,4609.53,Park-Austin,Salary
200371,10061,2025-02-07,credit,7800.7,Scott LLC,Entertaiment
200372,10062,2025-05-28,credit,7575.83,Jones PLC,Shopping
200373,10389,2024-08-07,credit,4390.35,Kim-Patton,Groceries
200374,10052,2024-11-17,debit,3129.13,Lopez and Sons,Entertaiment
200375,11032,2024-10-17,debit,2608.78,Murray-Riggs,Fuel
200376,11180,2025-03-20,debit,4911.9,"Barnett, Hale and Mitchell",Shopping
200377,10308,2024-11-06,debit,5014.65,Sharp-Ford,Salary
200378,10777,2025-06-01,debit,4673.66,Merchant Unknown,Groceries
200379,10005,2024-08-18,credit,3779.58,Wilson-Meyer,Fuel
200380,11056,2025-03-24,credit,4052.43,"Williams, Johnson and Hall",Fuel
200381,10551,2025-02-18,debit,3696.29,Merchant Unknown,Utilities
200382,10348,2025-01-17,debit,7296.27,Davis Group,Groceries
