loan_id,customer_id,loan_type,amount_applied,status,application_date,approved_date
300052,217,Personal,316252.95,Pending,2023-09-28,2023-09-26
300053,714,Car,57317.20,Approved,2024-09-18,2024-09-25
300054,537,Car,395868.49, Rejected,2024-06-18,2024-07-16
300055,118,Personal,116985.53, Rejected,2024-12-28,2025-01-26
300056,784,Education,276561.99,Approved,2024-02-20,2024-03-03
300057,309,Home,251550.85,Approved,2023-12-11,2023-12-20
300058,749,Home,129228.04,Approved,2024-05-30,2024-06-06
300059,689,Car,303821.81,Approved,2024-11-17,2024-12-11
300060,218,Education,297001.52,Pending,2023-11-09,2023-12-03
300061,53,Education,N/A, Rejected,2025-06-24,2025-07-22
300062,162,Personal,N/A,Pending,2024-06-12,2024-06-20
300063,412,Home,31429.97,Pending,2025-02-25,2025-03-12
300064,866,Car,446458.56,Approved ,2023-08-31,2023-08-27
300065,576,Personal,120626.12,Approved ,2025-01-30,2025-02-05
300066,421,Car,51303.72,Approved,2023-10-22,2023-10-17
300067,228,Home,33629.10,Approved,2023-08-21,2023-08-14
300068,967,Personal,386682.88,Approved,2023-12-28,2024-01-08
300069,681,Education,38570.01,Pending,2025-06-17,2025-06-25
300070,628,Personal,78293.46,Approved,2024-06-28,2024-07-03
300071,742,Home,418512.65,Approved ,2023-09-14,2023-10-02
300072,960,Education,286623.04,Approved,2024-02-13,2024-03-04
300073,645,Personal,450212.13, Rejected,2024-04-11,2024-04-26
300074,47,Home,90608.89,Pending,2024-10-04,2024-10-13
300075,224,Education,497577.09,Approved ,2025-01-05,2025-02-02
300076,537,Personal,115536.64, Rejected,2023-09-03,2023-09-20
300077,508,Education,179991.08, Rejected,2025-04-13,2025-05-06
300078,547,Education,471147.23, Rejected,2024-10-15,2024-11-01
300079,733,Car,265522.32, Rejected,2023-11-29,2023-12-27
300080,270,Home,314300.05,Rejected,2023-10-15,2023-10-15
300081,876,Car,265321.97,Approved,2023-11-17,2023-11-17
300082,38,Education,46526.52,Pending,2024-06-17,2024-06-26
300083,143,Home,293333.69, Rejected,2024-09-19,2024-10-09
300084,373,Personal,496991.34, Rejected,2024-07-21,2024-08-19
300085,335,Car,158425.94,Approved,2024-02-25,2024-03-04
300086,578,Home,127161.67,Pending,2024-09-23,2024-09-23
300087,31,Personal,3830.45, Rejected,2024-02-03,2024-01-26
300088,693,Personal,150395.09,Approved,2023-08-23,2023-08-18
300089,11,Personal,454522.28, Rejected,2024-05-06,2024-05-05
300090,105,Car,265301.43,Pending,2024-05-04,2024-05-19
300091,276,Car,311264.52,Approved,2025-04-18,2025-05-15
300092,159,Education,335243.09,Rejected,2025-06-04,2025-05-26
300093,759,Car,345342.08,Approved,2024-11-13,2024-11-30
300094,536,Personal,485591.16, Rejected,2023-08-14,2023-08-11
300095,392,Car,406847.97,Rejected,2023-11-05,2023-11-20
300096,392,Car,135630.44,Approved,2025-02-10,2025-02-09
300097,396,Personal,491850.62, Rejected,2025-05-11,2025-05-01
300098,932,Education,166240.96,Pending,2023-08-18,2023-09-01
300099,229,Home,214699.91,Rejected,2024-12-27,2025-01-02
300100,724,Education,2246.71, Rejected,2024-03-11,2024-03-30
300101,127,Home,350108.08,Approved,2024-11-25,2024-12-05
300102,597,Education,329862.68, Rejected,2024-05-10,2024-05-04
300103,712,Car,N/A,Approved,2025-06-17,2025-07-15
300104,729,Home,477078.93,Rejected,2024-09-25,2024-10-04
300105,621,Education,313348.25,Approved,2025-05-26,2025-06-15
300106,219,Personal,219086.82,Approved ,2025-01-30,2025-01-22
300107,702,Home,450923.24,Pending,2023-09-19,2023-10-17
300108,771,Personal,102901.04,Approved,2023-07-30,2023-08-17
300109,847,Education,382648.20,Approved,2024-10-25,2024-10-31
300110,630,Education,81560.35,Approved ,2024-09-01,2024-08-28
300111,956,Car,374567.62,Pending,2024-03-13,2024-03-14
300112,429,Education,182997.61,Rejected,2023-09-13,2023-09-18
300113,388,Car,138588.89,Approved,2024-12-06,2024-12-07
300114,497,Car,287320.20,Pending,2023-08-30,2023-08-25
300115,690,Personal,308034.94,Rejected,2024-10-18,2024-11-04
300116,935,Education,79304.11,Approved,2025-04-30,2025-05-02
300117,392,Personal,41122.94,Pending,2024-06-05,2024-07-04
300118,137,Education,123612.00,Rejected,2025-03-11,2025-04-04
300119,730,Car,471840.93,Rejected,2024-05-20,2024-05-30
300120,291,Education,479476.49,Pending,2024-11-12,2024-11-15
300121,454,Home,206876.65,Approved,2024-05-10,2024-05-18
300122,419,Car,464940.10, Rejected,2025-06-05,2025-07-05
300123,148,Home,358086.69,Approved,2024-12-15,2025-01-10
300124,758,Personal,30686.10,Pending,2024-01-30,2024-02-07
300125,902,Education,225584.36,Approved,2025-06-25,2025-07-18
300126,252,Education,61268.81, Rejected,2024-10-14,2024-10-31
300127,551,Personal,134043.95,Approved,2024-05-04,2024-05-25
300128,15,Personal,115841.36,Rejected,2024-07-02,2024-07-28
300129,846,Car,295708.26,Approved ,2023-09-27,2023-09-22
300130,541,Personal,98330.53,Rejected,2025-05-01,2025-05-23
300131,958,Education,473379.30,Approved ,2025-02-03,2025-03-03
300132,345,Home,112180.77, Rejected,2023-08-30,2023-09-18
300133,354,Car,100797.27,Rejected,2024-09-15,2024-09-25
300134,88,Home,348620.66,Approved ,2024-05-16,2024-06-11
300135,276,Car,494650.59,Approved,2023-08-23,2023-09-22
300136,50,Car,N/A,Approved,2024-02-10,2024-02-10
300137,403,Personal,299543.11,Rejected,2023-07-27,2023-08-23
300138,132,Personal,18627.72, Rejected,2024-12-31,2025-01-23
300139,723,Personal,176360.19,Pending,2023-08-03,2023-08-20
300140,182,Education,53308.60,Pending,2024-02-18,2024-03-06
300141,11,Car,488147.30,Approved ,2024-03-01,2024-03-11
300142,659,Home,367902.88,Rejected,2025-05-09,2025-06-02
300143,248,Personal,493216.25,Rejected,2024-04-18,2024-04-12
300144,524,Education,241275.59,Pending,2024-07-24,2024-07-29
300145,46,Car,318364.45,Rejected,2025-03-02,2025-02-28
300146,120,Home,363141.80, Rejected,2023-09-05,2023-09-01
300147,544,Car,27475.75,Approved ,2024-03-13,2024-03-31
300148,213,Car,65436.06,Pending,2024-06-04,2024-06-19
300149,172,Personal,52329.90,Rejected,2024-11-04,2024-10-28
300150,434,Education,234385.66,Pending,2024-02-13,2024-03-02
300151,802,Personal,50941.09,Approved,2025-01-31,2025-01-31
300152,972,Home,290955.94,Approved ,2023-12-22,2024-01-15
300153,723,Personal,425212.31,Rejected,2024-11-08,2024-12-06
300154,745,Home,453932.34,Pending,2024-04-28,2024-04-22
300155,349,Car,232346.74,Approved,2024-06-13,2024-06-12
300156,242,Car,485907.29,Rejected,2025-01-05,2025-01-20
300157,447,Car,45186.81, Rejected,2024-11-18,2024-11-17
300158,319,Home,377703.06,Rejected,2023-09-21,2023-10-03
300159,777,Home,78854.53,Approved ,2024-03-10,2024-03-16
300160,595,Home,98768.39, Rejected,2023-10-10,2023-10-11
300161,243,Home,445598.43,Pending,2024-08-01,2024-07-24
300162,756,Education,70403.21,Approved,2025-01-19,2025-01-17
300163,254,Personal,490481.60, Rejected,2023-12-03,2023-11-24
300164,687,Car,311592.72, Rejected,2024-11-06,2024-11-23
300165,987,Education,N/A,Pending,2023-10-20,2023-10-27
300166,947,Education,139892.03,Pending,2024-05-22,2024-06-18
300167,669,Personal,164049.81,Approved,2024-02-02,2024-02-21
300168,178,Car,148498.89,Approved,2025-01-03,2024-12-24
300169,551,Personal,30151.39,Approved,2023-10-27,2023-10-19
300170,863,Personal,28517.61,Approved,2024-05-27,2024-06-11
300171,715,Car,262060.57,Approved,2025-02-22,2025-03-21
300172,115,Personal,225645.48,Pending,2024-10-15,2024-11-10
300173,559,Car,56330.25,Rejected,2023-10-23,2023-11-11
300174,361,Education,194798.08,Approved ,2023-11-15,2023-11-08
300175,556,Personal,1544.54,Approved,2024-04-19,2024-04-15
300176,224,Home,291645.02,Pending,2025-05-19,2025-06-15
300177,117,Home,258431.97, Rejected,2024-05-16,2024-05-26
300178,575,Home,13234.90,Approved,2024-02-13,2024-02-13
300179,490,Car,164007.03,Rejected,2023-06-30,2023-06-28
300180,328,Personal,492192.54,Approved,2023-07-22,2023-07-15
300181,163,Home,366454.10,Approved,2024-10-01,2024-09-29
300182,728,Car,N/A,Approved,2023-08-20,2023-09-17
300183,92,Car,157749.30,Approved ,2024-01-15,2024-02-09
300184,538,Education,93737.41,Rejected,2025-06-15,2025-06-30
300185,780,Education,326751.56,Approved,2025-06-13,2025-06-03
300186,282,Personal,N/A,Approved ,2023-09-14,2023-10-14
300187,4,Personal,393270.81,Approved,2024-07-02,2024-07-28
300188,171,Car,466721.90,Approved,2024-05-05,2024-05-12
300189,961,Home,222301.72,Approved,2023-11-09,2023-11-08
300190,234,Home,442108.98,Approved,2024-03-23,2024-03-23
300191,30,Home,37321.75,Pending,2024-05-28,2024-06-06
300192,245,Education,256550.25,Pending,2024-12-30,2024-12-30
300193,947,Car,129177.72,Pending,2023-11-23,2023-11-30
300194,495,Home,209224.88,Pending,2023-10-25,2023-10-27
300195,528,Personal,156422.47,Approved ,2023-06-29,2023-07-07
300196,38,Personal,134574.93,Approved,2023-09-05,2023-08-29
300197,478,Personal,276128.55, Rejected,2024-09-25,2024-10-19
300198,729,Car,475164.81,Approved,2023-07-10,2023-07-24
300199,232,Home,466522.34,Approved,2023-08-18,2023-08-12
300200,712,Personal,206288.93,Rejected,2024-09-18,2024-10-03
300201,943,Home,270222.88,Approved,2023-08-01,2023-08-07
300202,679,Car,247208.77,Rejected,2024-09-30,2024-10-12
300203,516,Personal,305299.67,Approved,2024-11-14,2024-12-02
300204,307,Education,490756.80,Rejected,2024-01-27,2024-02-24
300205,810,Personal,262834.77,Approved ,2024-03-08,2024-03-13
300206,564,Home,281146.80,Approved,2025-05-14,2025-05-14
300207,793,Personal,467842.04,Approved,2024-10-05,2024-09-28
300208,554,Education,132176.57,Rejected,2024-04-16,2024-05-12
300209,894,Car,341823.47,Approved,2024-07-11,2024-07-15
300210,375,Home,N/A,Approved,2024-04-23,2024-04-14
300211,937,Personal,67300.16, Rejected,2024-04-03,2024-04-16
300212,921,Education,491392.12,Rejected,2024-09-21,2024-10-08
300213,612,Home,202598.47, Rejected,2023-10-23,2023-11-20
300214,556,Home,227619.36,Pending,2024-10-16,2024-10-08
300215,796,Car,329822.29, Rejected,2025-03-03,2025-02-27
300216,466,Car,367810.67,Approved ,2024-04-30,2024-05-18
300217,592,Personal,29607.28,Approved ,2024-05-06,2024-05-10
300218,935,Car,282438.95, Rejected,2024-07-17,2024-07-14
300219,950,Home,151076.25,Approved,2023-09-17,2023-10-09
300220,819,Car,124775.07,Approved ,2024-01-22,2024-01-16
300221,339,Car,250008.25,Approved,2025-01-28,2025-01-30
300222,640,Personal,10572.86,Approved,2024-10-04,2024-10-24
300223,455,Personal,44118.84,Pending,2025-01-19,2025-01-15
300224,769,Education,477930.36,Pending,2024-04-26,2024-04-22
300225,538,Car,416630.80,Approved ,2023-11-21,2023-11-19
300226,500,Home,144467.26,Approved,2024-10-09,2024-09-29
300227,22,Home,267713.82, Rejected,2024-06-03,2024-06-30
300228,881,Car,3757.61,Approved ,2024-05-29,2024-05-19
300229,61,Car,365822.17,Approved ,2024-07-29,2024-08-03
300230,864,Home,132607.96,Approved ,2024-02-20,2024-03-13
300231,627,Personal,375434.00, Rejected,2024-03-10,2024-03-18
300232,829,Car,481235.58,Rejected,2024-07-07,2024-08-06
300233,38,Education,373778.66,Pending,2024-02-02,2024-02-26
300234,718,Education,207197.26,Approved ,2025-02-25,2025-03-17
300235,528,Car,488317.74,Approved,2024-09-10,2024-09-09
300236,1000,Car,146397.51,Pending,2024-01-16,2024-01-23
300237,480,Education,35773.44,Pending,2023-09-30,2023-10-20
300238,433,Home,417354.08,Pending,2023-10-07,2023-09-28
300239,153,Car,18053.52, Rejected,2024-12-21,2025-01-18
300240,241,Personal,N/A,Approved,2024-03-23,2024-04-22
300241,376,Education,36315.16,Approved ,2023-09-21,2023-09-27
300242,784,Education,458425.17,Rejected,2024-11-26,2024-12-06
300243,503,Home,471668.20, Rejected,2024-06-18,2024-06-16
300244,423,Education,273747.81,Approved,2023-12-14,2023-12-23
300245,923,Personal,217035.16,Approved,2023-07-04,2023-07-01
300246,27,Car,163466.26,Approved,2025-05-09,2025-05-25
300247,799,Car,91646.05,Approved,2024-07-06,2024-07-28
300248,444,Home,23821.07,Rejected,2024-11-27,2024-12-06
300249,863,Home,27226.21,Approved,2023-08-28,2023-09-11
300250,100,Car,348548.02,Rejected,2024-07-14,2024-07-28
300251,819,Education,370458.54,Approved ,2024-09-03,2024-09-13
300252,908,Home,489393.18,Pending,2024-12-15,2024-12-14
300253,674,Car,311324.30, Rejected,2025-01-09,2025-01-25
300254,857,Education,406728.40,Approved ,2025-04-04,2025-04-12
300255,958,Home,92585.77,Rejected,2024-03-31,2024-04-24
300256,834,Personal,69008.54,Pending,2023-12-18,2023-12-23
300257,930,Personal,98854.00,Pending,2024-03-25,2024-04-10
300258,875,Personal,75688.69, Rejected,2024-11-01,2024-11-20
300259,687,Education,380734.14,Approved,2024-04-25,2024-04-24
300260,162,Education,31442.69,Rejected,2024-01-03,2024-01-21
300261,223,Personal,366989.64,Approved ,2025-05-09,2025-05-03
300262,410,Home,233170.60,Rejected,2023-12-03,2023-12-10
300263,594,Car,79108.87,Approved ,2023-07-05,2023-07-27
300264,164,Personal,225770.91,Approved,2024-10-07,2024-10-01
300265,848,Home,311003.31, Rejected,2024-07-23,2024-07-27
300266,171,Personal,204697.41,Approved,2024-12-27,2025-01-20
300267,77,Education,258478.96, Rejected,2025-03-27,2025-04-24
300268,624,Car,N/A,Rejected,2024-11-08,2024-12-02
300269,29,Personal,412622.58,Rejected,2023-07-27,2023-07-29
300270,169,Personal,427866.56,Pending,2023-07-07,2023-07-29
300271,538,Car,N/A,Rejected,2023-11-18,2023-12-07
300272,147,Car,159098.29,Rejected,2025-02-11,2025-03-12
300273,692,Home,250546.37,Approved,2025-02-02,2025-02-17
300274,944,Personal,246575.20,Approved ,2024-04-21,2024-05-18
300275,500,Home,83677.25,Rejected,2025-01-29,2025-01-28
300276,657,Personal,258194.61,Approved,2025-02-04,2025-01-26
300277,743,Home,449752.83,Pending,2024-04-02,2024-04-28
300278,940,Education,256088.32,Approved,2025-05-21,2025-06-03
300279,411,Car,286118.29, Rejected,2023-07-23,2023-07-26
300280,207,Home,199968.05,Approved ,2023-09-07,2023-08-30
300281,292,Personal,103707.66,Rejected,2024-08-25,2024-08-21
300282,54,Home,408175.00,Approved ,2023-07-26,2023-08-16
300283,351,Education,342937.97,Rejected,2024-10-19,2024-10-30
300284,254,Personal,384796.13,Approved ,2025-04-19,2025-05-12
300285,698,Car,201699.64, Rejected,2024-10-31,2024-10-27
300286,349,Personal,N/A,Approved,2024-09-08,2024-09-12
300287,74,Education,264103.71,Approved ,2023-08-09,2023-08-21
300288,579,Personal,40389.75,Approved,2024-03-04,2024-03-28
300289,134,Personal,237936.07,Rejected,2024-11-29,2024-12-03
300290,994,Home,238668.83,Rejected,2024-02-27,2024-03-25
300291,945,Home,N/A,Approved,2024-09-03,2024-09-23
300292,390,Car,482975.58,Approved,2024-12-05,2024-12-13
300293,813,Car,306407.71, Rejected,2025-06-24,2025-06-20
300294,485,Education,471256.39, Rejected,2024-10-05,2024-10-20
300295,105,Personal,59803.09,Pending,2025-02-21,2025-02-11
300296,622,Car,123365.30,Rejected,2025-06-01,2025-06-05
300297,62,Personal,219173.67,Approved,2025-06-13,2025-07-07
300298,986,Personal,300779.38,Approved,2024-03-04,2024-03-08
300299,978,Personal,105326.99,Pending,2024-10-23,2024-11-16
300300,652,Home,299117.72,Rejected,2024-12-05,2024-12-01
300301,69,Personal,432183.75,Approved,2024-05-16,2024-06-06
300302,171,Education,443483.05,Approved,2023-12-14,2024-01-12
300303,48,Personal,N/A,Pending,2025-03-15,2025-04-06
300304,654,Car,274209.89,Approved ,2024-11-14,2024-11-12
300305,993,Personal,254378.64,Approved ,2024-03-31,2024-03-25
300306,600,Personal,315462.85,Approved ,2025-03-11,2025-03-03
300307,122,Car,338301.62, Rejected,2024-03-27,2024-04-19
300308,96,Car,250274.78,Approved,2025-03-10,2025-03-19
300309,521,Car,236190.16,Rejected,2023-11-20,2023-12-18
300310,753,Personal,107048.80,Approved ,2024-08-08,2024-08-26
300311,874,Education,45320.41,Rejected,2024-06-12,2024-07-09
300312,142,Car,86116.72,Pending,2024-11-04,2024-11-02
300313,999,Education,409568.91,Approved ,2023-11-13,2023-11-26
300314,68,Car,433237.32,Rejected,2023-09-08,2023-09-15
300315,774,Home,107411.43,Approved,2024-02-03,2024-02-21
300316,52,Car,171947.38,Rejected,2024-06-14,2024-07-07
300317,924,Education,159306.59,Pending,2024-06-10,2024-06-29
300318,980,Home,341002.91,Approved,2025-05-26,2025-06-13
300319,253,Home,411177.87, Rejected,2025-06-23,2025-06-16
300320,397,Personal,172147.21, Rejected,2023-07-09,2023-07-22
300321,488,Car,305900.88,Pending,2023-07-20,2023-07-29
300322,41,Car,349075.65,Approved ,2025-05-23,2025-05-29
300323,222,Personal,431946.51,Pending,2025-02-19,2025-02-12
300324,878,Car,119076.99,Approved,2025-04-23,2025-05-14
300325,695,Home,221699.08,Approved,2025-01-07,2025-02-03
300326,554,Education,229561.52,Approved,2025-05-02,2025-05-27
300327,377,Home,78816.96,Approved,2024-07-25,2024-07-17
300328,17,Education,242428.88,Rejected,2023-10-09,2023-10-12
300329,903,Car,409681.89,Approved,2024-07-31,2024-07-23
300330,926,Personal,491047.86, Rejected,2025-04-13,2025-04-08
300331,353,Personal,422401.81,Approved ,2025-01-08,2025-01-30
300332,743,Car,153716.26,Approved,2024-05-09,2024-06-02
300333,875,Home,396678.91,Approved,2023-12-10,2023-12-10
300334,31,Car,80186.62,Approved,2024-09-21,2024-09-16
300335,611,Personal,324205.06,Pending,2023-07-06,2023-07-15
300336,45,Car,285566.07,Approved,2023-07-14,2023-08-12
300337,283,Personal,52735.01,Rejected,2023-06-29,2023-07-12
300338,507,Home,217123.76,Approved ,2025-05-24,2025-06-07
300339,330,Personal,348851.82,Approved,2023-12-02,2023-12-19
300340,22,Personal,391595.63,Approved,2024-05-10,2024-05-14
300341,63,Education,453230.39, Rejected,2025-03-26,2025-03-29
300342,962,Personal,181984.75,Approved ,2024-11-26,2024-12-07
300343,615,Personal,436493.92, Rejected,2025-03-03,2025-03-19
300344,73,Home,N/A, Rejected,2024-05-25,2024-06-20
300345,431,Personal,321437.46,Approved,2024-01-10,2023-12-31
300346,427,Home,346403.02,Approved,2024-06-20,2024-07-12
300347,115,Car,414556.75,Approved ,2024-01-22,2024-01-21
300348,169,Home,145714.60, Rejected,2024-05-26,2024-05-16
300349,616,Education,158381.14,Approved ,2024-07-25,2024-08-04
300350,693,Car,387896.91,Rejected,2023-11-05,2023-11-12
300351,377,Personal,357739.78,Approved,2023-08-25,2023-08-26
300352,578,Home,5181.68, Rejected,2023-10-12,2023-10-12
300353,435,Education,308740.92, Rejected,2025-05-13,2025-05-14
300354,739,Car,477354.95,Approved,2023-10-18,2023-10-20
300355,790,Home,N/A,Pending,2024-07-10,2024-07-23
300356,869,Personal,87392.42,Pending,2025-04-05,2025-04-22
300357,400,Car,471370.70,Approved,2024-11-14,2024-11-06
300358,117,Car,326502.88,Approved ,2024-09-26,2024-10-21
300359,947,Car,280649.90,Approved,2024-12-18,2025-01-01
300360,665,Education,255779.15, Rejected,2024-06-21,2024-06-25
300361,633,Home,15273.33,Pending,2024-05-20,2024-06-11
300362,711,Home,237855.30,Approved ,2025-04-11,2025-05-03
300363,467,Education,67455.82,Approved,2024-02-25,2024-02-16
300364,615,Home,199609.91,Approved ,2025-02-15,2025-03-15
300365,20,Personal,40336.92,Approved,2024-12-24,2025-01-21
300366,836,Car,274925.51,Approved,2023-12-05,2023-12-10
300367,177,Car,37866.03,Approved,2023-07-27,2023-07-21
300368,750,Car,83214.34,Approved,2023-09-23,2023-10-15
300369,789,Car,86924.69,Approved,2024-07-07,2024-07-14
300370,902,Car,386734.10,Rejected,2024-06-28,2024-06-24
300371,633,Car,187549.30, Rejected,2023-07-29,2023-07-31
300372,514,Personal,497802.45, Rejected,2023-08-10,2023-08-07
300373,727,Car,422098.75,Approved ,2025-06-20,2025-07-17
300374,167,Education,153020.20,Approved,2024-12-08,2024-12-15
300375,869,Education,336436.43,Approved ,2024-10-02,2024-10-09
300376,356,Car,37929.80,Approved,2025-02-08,2025-03-09
300377,689,Personal,459148.90,Pending,2024-11-09,2024-12-01
300378,72,Education,320658.73,Approved ,2023-12-25,2023-12-26
300379,369,Car,2609.97,Approved ,2024-01-19,2024-01-19
300380,494,Education,137613.24,Approved,2024-04-02,2024-04-28
300381,284,Education,305656.04,Rejected,2025-01-10,2025-01-10
300382,959,Education,19553.40,Approved ,2024-06-27,2024-07-09
300383,123,Personal,172438.87,Approved,2024-01-26,2024-01-23
300384,878,Education,440537.57,Approved,2025-03-27,2025-03-26
300385,874,Home,379660.51,Approved ,2024-05-29,2024-05-30
300386,473,Personal,164829.46,Pending,2024-02-28,2024-03-27
300387,639,Education,250277.76,Rejected,2023-11-04,2023-11-22
300388,204,Education,13116.82,Approved,2025-01-02,2025-01-05
300389,524,Home,51744.33,Rejected,2024-01-01,2024-01-06
300390,817,Personal,136977.94,Rejected,2025-02-22,2025-03-02
300391,293,Home,338570.10,Approved,2025-06-23,2025-07-09
300392,769,Home,88638.03, Rejected,2023-10-28,2023-11-15
300393,773,Car,499535.10,Approved,2023-07-24,2023-07-14
300394,877,Home,319735.05,Approved,2024-08-18,2024-08-12
300395,210,Education,98662.60,Approved ,2025-02-17,2025-03-19
300396,377,Car,69267.29,Pending,2023-07-23,2023-07-17
300397,325,Home,226681.75,Rejected,2023-11-12,2023-11-19
300398,994,Personal,118651.97,Approved,2024-12-05,2024-12-11
300399,91,Education,220311.50,Rejected,2024-03-23,2024-03-25
300400,263,Education,175792.02,Rejected,2024-05-29,2024-06-03
300401,350,Education,265252.63,Pending,2023-09-27,2023-10-22
300402,730,Home,135270.70, Rejected,2023-12-19,2023-12-12
300403,7,Personal,138773.29,Approved,2023-12-14,2024-01-11
300404,217,Car,415728.12,Approved,2023-11-27,2023-12-08
300405,964,Car,482484.48,Rejected,2023-12-28,2024-01-16
300406,360,Home,497168.98,Approved ,2025-01-27,2025-02-07
300407,477,Home,423321.76,Approved,2024-04-19,2024-05-14
300408,924,Car,246533.08,Pending,2024-04-09,2024-04-05
300409,199,Car,146255.35,Approved ,2025-03-01,2025-02-24
300410,252,Home,365560.91,Approved ,2024-07-05,2024-07-18
300411,75,Car,7818.08,Rejected,2024-05-30,2024-06-06
300412,210,Car,369873.84,Approved,2023-08-26,2023-09-23
300413,776,Car,188880.27,Pending,2023-07-27,2023-07-21
300414,933,Personal,435965.83,Approved,2024-01-25,2024-02-08
300415,446,Education,220339.73,Pending,2025-04-26,2025-05-26
300416,829,Car,339536.15,Approved,2023-07-20,2023-07-23
300417,150,Education,13229.81,Approved,2025-06-08,2025-06-16
300418,290,Personal,236957.08,Rejected,2024-11-23,2024-11-18
300419,973,Home,112345.53,Approved ,2025-01-28,2025-02-16
300420,300,Home,217247.55,Approved ,2024-03-19,2024-04-13
300421,207,Home,N/A,Approved,2024-08-19,2024-08-14
300422,393,Car,76429.45, Rejected,2024-07-02,2024-08-01
300423,665,Personal,20999.19, Rejected,2023-09-15,2023-10-01
300424,95,Car,326373.06,Approved,2025-03-15,2025-03-30
300425,835,Personal,170845.69,Rejected,2024-03-19,2024-04-02
300426,787,Home,N/A,Pending,2024-11-17,2024-12-17
300427,538,Personal,322486.27,Pending,2023-09-29,2023-10-14
300428,955,Education,174940.96,Approved ,2025-02-01,2025-01-28
300429,191,Education,321816.70,Pending,2023-12-15,2023-12-21
300430,297,Personal,434629.98, Rejected,2024-09-13,2024-09-22
300431,636,Car,13778.47,Approved,2024-12-22,2024-12-15
300432,971,Home,20496.93,Approved,2023-10-10,2023-11-06
300433,884,Education,92575.44,Approved,2023-11-27,2023-11-23
300434,913,Personal,210192.47,Approved ,2024-02-15,2024-02-12
300435,540,Personal,391231.80,Approved ,2023-08-26,2023-08-31
300436,377,Car,2797.52,Pending,2024-07-30,2024-08-01
300437,305,Education,481432.62,Approved,2024-05-21,2024-05-17
300438,996,Education,412040.42,Pending,2024-08-20,2024-08-23
