customer_id,score,score_date
53,286,2024-11-20
438,262,2023-11-27
973,344,2024-06-14
677,801,2023-09-01
529,833,2023-08-09
672,251,2025-04-12
975,746,2025-06-09
696,381,2024-12-20
804,283,2025-01-31
798,876,2023-12-16
895,535,2025-02-14
170,396,2024-07-17
378,353,2024-09-11
494,429,2025-06-05
455,748,2024-11-14
502,916,2024-03-16
270,288,2024-10-26
704,687,2025-05-31
143,536,2024-06-14
738,398,2025-04-01
450,575,2023-08-29
511,785,2024-11-20
945,922,2025-02-13
850,384,2023-11-02
192,347,2024-08-19
673,822,2023-10-24
584,-1,2023-08-17
255,611,2024-06-26
272,255,2025-04-27
222,397,2023-12-03
754,774,2025-02-05
979,583,2024-04-02
528,535,2023-11-20
719,835,2025-04-11
482,950,2024-01-17
508,452,2025-04-28
750,612,2025-01-27
709,749,2025-05-13
548,826,2024-04-06
436,518,2025-03-29
86,467,2025-05-23
60,861,2024-08-10
963,322,2025-04-16
315,565,2023-08-28
968,307,2023-08-18
12,812,2025-03-22
895,394,2024-04-20
622,884,2024-05-14
71,698,2025-01-31
954,493,2025-06-07
994,-1,2024-03-11
41,702,2025-03-18
181,307,2025-05-11
175,566,2024-06-13
319,537,2024-10-19
881,737,2025-06-20
344,468,2023-11-08
216,797,2024-07-07
768,295,2023-08-04
632,362,2024-08-12
917,532,2023-09-27
338,608,2023-07-20
135,572,2024-04-16
822,-1,2024-02-17
294,566,2025-06-26
836,669,2023-12-23
428,901,2024-09-09
979,620,2024-02-27
914,696,2024-10-15
946,567,2025-04-24
620,442,2024-03-12
525,794,2023-09-15
764,404,2023-10-07
463,449,2025-01-02
529,384,2023-12-22
429,629,2024-05-10
528,469,2024-05-27
484,826,2025-03-17
851,658,2024-12-17
558,-1,2023-11-02
850,292,2023-12-23
835,474,2024-07-08
642,754,2024-01-23
300,608,2023-08-09
539,568,2024-01-08
850,519,2023-07-22
554,537,2025-01-21
314,887,2024-05-04
340,928,2024-09-12
454,601,2024-11-11
68,782,2024-02-19
644,269,2024-03-04
545,950,2024-06-30
875,644,2024-03-17
724,410,2024-11-02
236,527,2024-06-14
774,276,2023-08-22
25,785,2025-04-27
884,574,2025-04-17
880,520,2024-03-30
88,264,2024-11-10
540,498,2024-08-13
934,371,2024-11-14
415,892,2024-06-19
366,421,2025-02-16
215,441,2024-06-22
782,730,2023-07-10
24,905,2025-03-05
958,440,2025-03-11
61,332,2025-02-08
293,646,2024-11-02
884,468,2024-12-10
996,416,2023-07-26
685,314,2025-04-01
911,597,2024-04-13
761,285,2024-09-22
475,267,2023-12-02
360,802,2024-03-20
489,838,2023-09-12
65,607,2024-06-18
590,935,2024-01-12
119,708,2025-01-20
246,631,2023-09-12
916,714,2023-11-13
915,581,2024-05-06
799,378,2024-08-23
135,777,2024-01-03
891,831,2023-08-17
289,741,2024-07-26
624,407,2024-10-25
708,361,2023-11-19
586,526,2025-03-19
414,706,2023-10-14
579,689,2023-12-29
172,324,2024-12-04
925,-1,2024-09-30
247,508,2024-09-06
615,868,2024-03-16
706,732,2023-09-29
441,258,2025-03-02
900,400,2023-11-05
508,729,2024-12-31
509,615,2024-08-12
366,340,2024-12-14
508,843,2023-12-13
1000,876,2025-02-16
908,853,2024-03-28
532,539,2025-02-12
844,595,2023-12-02
735,899,2023-08-30
225,735,2024-09-02
840,484,2024-02-25
538,623,2024-03-18
728,464,2024-07-18
858,630,2024-05-31
335,929,2024-04-04
438,438,2023-08-22
552,525,2025-02-07
195,747,2025-01-18
402,667,2025-04-19
646,421,2024-03-10
41,701,2024-02-08
40,-1,2024-06-07
915,618,2023-12-03
117,510,2024-07-22
436,871,2025-03-08
191,307,2024-11-16
114,477,2024-11-20
375,361,2023-10-02
266,654,2024-01-13
703,355,2025-02-08
935,651,2025-05-24
346,268,2024-09-04
390,859,2024-01-23
993,733,2023-12-07
999,669,2024-03-31
270,588,2024-08-08
179,906,2024-11-25
178,679,2023-07-23
374,451,2024-07-16
626,463,2023-10-17
560,278,2023-12-21
896,717,2025-02-22
590,520,2025-02-19
73,919,2025-02-10
680,476,2023-08-26
950,428,2024-11-13
298,447,2024-07-13
807,881,2024-03-21
78,-1,2023-07-05
963,936,2024-01-09
18,494,2025-06-23
751,-1,2023-07-29
31,279,2025-03-09
894,722,2024-11-29
188,906,2023-09-19
671,515,2025-05-06
371,615,2024-11-29
671,616,2025-04-26
829,417,2024-11-11
426,729,2023-10-17
955,922,2024-08-02
816,755,2023-08-04
919,674,2024-10-18
722,363,2024-02-15
628,810,2024-07-05
73,398,2024-09-23
637,285,2025-06-14
495,266,2023-12-16
193,828,2024-12-05
483,645,2025-03-27
399,480,2025-06-13
528,422,2024-11-01
622,929,2024-01-12
453,748,2025-04-17
489,694,2023-10-19
32,582,2025-02-20
859,805,2023-06-30
703,738,2024-03-24
259,545,2023-08-17
68,857,2024-11-10
720,525,2024-07-12
583,614,2024-06-11
513,334,2024-08-11
150,820,2025-04-25
569,808,2024-02-26
104,723,2025-04-30
407,893,2023-11-12
247,412,2024-04-20
127,680,2023-11-30
518,389,2024-06-21
48,446,2023-12-30
949,509,2023-08-13
731,295,2023-10-16
846,489,2023-12-16
304,887,2024-03-11
336,521,2024-03-18
219,507,2025-06-23
479,783,2025-05-23
552,631,2023-11-22
449,289,2023-11-21
291,815,2024-07-13
778,357,2023-10-09
146,921,2023-11-24
547,643,2023-08-29
449,403,2024-02-28
314,406,2024-07-19
769,262,2025-05-22
680,511,2023-07-31
49,290,2023-11-17
244,372,2024-10-02
246,387,2024-07-24
998,713,2024-01-12
716,881,2023-08-30
379,815,2024-03-03
64,312,2025-02-16
413,625,2023-07-01
153,741,2024-09-12
116,453,2023-09-12
175,495,2025-01-25
205,264,2023-10-10
350,370,2024-05-10
46,416,2023-09-08
249,719,2023-09-27
811,863,2025-03-28
383,379,2024-01-06
372,811,2023-12-02
12,658,2024-07-10
538,632,2023-12-25
762,541,2024-09-19
607,487,2024-10-14
266,804,2023-10-16
451,251,2023-06-28
331,365,2023-09-16
122,608,2024-05-31
431,723,2023-07-12
895,602,2023-09-16
389,846,2024-01-12
741,460,2025-02-06
280,838,2023-07-13
736,628,2024-02-12
874,401,2025-06-14
270,848,2023-12-19
959,828,2023-08-07
814,289,2024-01-15
745,343,2024-01-10
719,357,2024-03-24
381,413,2025-04-13
603,736,2024-12-10
686,295,2025-06-02
707,578,2024-06-07
444,600,2024-04-14
339,696,2024-11-27
10,595,2025-05-24
689,477,2025-05-07
761,434,2023-10-09
815,591,2023-12-02
945,373,2025-01-08
630,504,2024-12-19
26,319,2023-10-05
150,506,2023-12-02
47,920,2025-04-08
924,777,2025-06-12
639,335,2023-10-27
206,267,2024-04-23
348,734,2024-12-23
661,602,2025-01-23
765,744,2023-07-20
895,558,2024-10-09
37,795,2023-08-15
50,-1,2024-06-05
594,479,2023-12-29
879,686,2023-09-23
978,883,2025-02-28
79,615,2023-08-10
484,687,2025-02-01
863,-1,2024-08-09
515,307,2023-08-02
326,548,2024-09-26
137,418,2024-02-02
879,765,2024-04-09
433,906,2023-08-13
952,937,2023-10-06
161,-1,2024-04-12
346,716,2024-01-19
949,547,2024-09-04
839,742,2023-11-01
265,302,2025-03-02
196,498,2025-04-01
104,665,2025-05-14
26,842,2024-09-07
69,350,2025-04-22
275,521,2024-11-14
578,608,2025-03-09
259,758,2024-06-25
20,548,2024-11-10
587,842,2024-02-08
678,796,2024-05-31
224,-1,2024-10-28
138,825,2023-09-04
308,943,2024-04-12
346,322,2024-03-01
937,537,2025-05-03
200,902,2024-11-06
246,644,2024-12-18
244,560,2023-12-24
399,-1,2024-06-05
387,504,2024-02-24
652,276,2025-05-20
339,685,2023-09-27
841,584,2023-08-12
227,617,2023-12-23
1,658,2023-07-03
678,834,2023-09-28
49,923,2025-01-10
503,281,2024-11-10
841,916,2024-11-21
590,649,2025-04-25
980,881,2024-12-25
362,-1,2023-09-09
675,347,2024-11-22
784,796,2023-12-13
16,448,2024-02-28
181,793,2025-01-21
767,924,2024-09-23
937,423,2024-10-07
659,513,2025-01-19
226,483,2025-02-27
972,670,2023-10-21
113,402,2025-02-27
686,737,2023-10-14
748,625,2024-06-25
385,620,2024-10-30
646,358,2023-08-17
297,602,2024-04-10
400,848,2024-10-10
567,310,2024-03-20
103,939,2024-07-10
599,621,2024-12-26
398,603,2024-04-26
223,734,2024-10-10
897,284,2024-05-15
969,300,2025-03-05
496,402,2023-11-30
668,607,2025-02-07
539,429,2025-01-20
538,932,2024-03-09
148,365,2024-02-02
611,568,2024-11-19
736,900,2025-05-23
702,924,2024-11-29
4,425,2023-07-03
919,453,2023-12-18
442,715,2024-05-05
734,605,2023-11-18
773,283,2024-02-12
624,370,2023-07-26
807,922,2024-08-16
702,777,2024-10-11
184,658,2024-05-20
218,479,2025-05-26
665,585,2024-12-27
93,434,2025-02-15
879,299,2023-10-27
335,688,2023-12-22
822,527,2023-07-14
605,773,2023-11-19
168,539,2025-03-02
874,652,2024-06-16
756,860,2025-02-20
222,567,2025-05-06
205,771,2023-09-02
707,614,2025-06-18
367,807,2024-12-25
879,912,2024-01-26
892,654,2024-01-02
198,861,2023-09-18
519,569,2023-07-22
89,494,2023-07-26
629,313,2024-07-25
614,826,2023-10-10
384,947,2025-03-02
790,938,2025-06-14
753,755,2023-10-22
873,-1,2024-01-27
621,843,2024-03-26
16,859,2023-07-17
726,479,2023-11-07
503,936,2025-01-02
193,672,2024-03-16
87,810,2025-04-26
337,545,2025-04-07
606,833,2025-03-10
552,556,2024-10-09
187,744,2023-09-07
622,525,2023-11-16
925,784,2024-09-19
712,326,2024-08-02
641,423,2024-06-30
234,-1,2024-12-30
46,806,2023-12-11
75,664,2024-08-12
447,586,2024-01-25
83,-1,2024-02-10
134,653,2024-03-17
59,568,2023-08-27
477,341,2024-01-23
237,578,2024-10-06
203,948,2025-02-02
630,388,2025-05-13
125,397,2024-01-05
75,728,2023-09-16
308,433,2024-08-20
874,669,2024-07-24
819,621,2024-03-14
661,843,2024-05-23
454,350,2023-09-02
996,913,2024-04-21
122,454,2025-01-07
421,567,2025-02-13
860,616,2025-06-19
918,902,2024-10-05
218,304,2024-11-23
380,412,2024-07-03
37,865,2025-02-07
780,378,2023-09-11
223,289,2024-12-07
76,950,2025-03-01
578,513,2024-10-24
788,331,2023-11-11
263,513,2024-02-21
963,352,2024-01-15
719,293,2024-02-04
858,396,2023-12-25
79,677,2023-12-17
538,347,2024-09-03
370,382,2023-10-08
984,890,2024-07-30
126,-1,2024-03-09
556,492,2024-01-31
71,677,2024-04-04
983,888,2024-08-25
422,631,2023-11-07
514,874,2024-11-19
978,671,2024-05-03
521,699,2023-11-17
120,784,2024-06-20
443,658,2023-08-23
190,341,2024-03-14
854,297,2024-08-23
317,388,2024-09-04
648,601,2023-10-25
227,798,2025-03-07
575,531,2024-12-08
380,621,2024-10-08
507,743,2024-12-10
958,622,2024-05-07
760,711,2023-09-23
321,-1,2025-02-05
636,843,2025-03-21
690,386,2023-09-04
435,482,2024-08-04
942,592,2024-03-22
91,453,2023-07-15
19,780,2023-11-18
770,368,2023-09-21
313,605,2024-06-22
331,538,2025-04-26
758,786,2024-07-14
953,935,2023-08-11
600,818,2024-12-21
344,541,2025-03-03
904,554,2025-02-09
261,816,2023-12-19
228,-1,2023-08-07
214,278,2024-03-23
246,764,2024-01-20
985,259,2024-01-08
934,682,2025-02-22
951,904,2024-03-25
445,278,2024-11-15
305,732,2024-09-07
738,270,2024-02-04
523,816,2023-07-09
171,892,2024-05-01
614,437,2024-02-05
687,-1,2025-06-11
156,922,2024-04-12
645,-1,2023-09-30
407,777,2023-10-13
788,261,2024-03-06
554,553,2024-08-29
382,857,2023-09-16
745,320,2024-10-25
447,779,2024-02-15
624,445,2024-02-01
91,695,2024-03-16
693,449,2024-01-14
885,511,2023-10-19
536,627,2023-11-12
361,279,2023-08-04
36,314,2024-01-04
482,310,2024-02-03
861,868,2025-05-20
71,766,2023-07-12
685,707,2025-04-03
329,652,2025-03-02
392,407,2025-01-11
467,577,2024-02-18
738,408,2023-06-27
311,939,2023-09-30
845,764,2023-08-16
698,678,2024-10-27
361,651,2023-12-13
320,569,2025-02-06
422,630,2025-05-21
178,472,2024-02-22
750,808,2024-10-07
341,576,2024-10-12
320,302,2024-07-09
701,348,2024-04-27
734,844,2023-10-27
278,613,2025-05-16
839,909,2023-10-12
319,-1,2024-01-12
677,821,2024-03-23
963,410,2025-04-28
920,310,2025-01-01
748,403,2024-04-18
597,696,2024-08-28
914,604,2025-01-28
79,367,2024-07-12
909,378,2024-07-28
408,660,2025-01-11
399,492,2025-04-25
911,655,2024-12-16
916,450,2025-04-19
563,721,2023-09-10
638,811,2024-11-18
226,665,2025-04-14
196,-1,2024-12-12
292,948,2023-07-16
115,906,2024-02-29
295,313,2024-02-02
346,645,2023-07-16
19,344,2025-05-22
922,847,2024-01-31
239,420,2024-06-02
128,512,2024-07-20
758,629,2024-09-20
32,461,2024-02-20
786,445,2024-10-26
38,444,2023-11-23
578,290,2024-09-23
700,334,2023-11-13
213,461,2024-07-20
985,402,2023-11-20
679,309,2025-04-25
495,816,2025-04-28
444,818,2024-10-12
754,576,2023-10-07
528,315,2024-07-21
162,699,2024-03-08
122,405,2025-04-03
269,536,2025-04-29
482,444,2024-11-16
168,456,2025-06-17
1000,284,2023-12-17
727,400,2024-08-07
591,787,2024-06-29
1000,457,2025-05-08
819,828,2025-05-22
928,374,2025-03-19
821,864,2025-06-07
833,923,2023-07-02
193,503,2023-12-13
805,546,2024-07-16
219,376,2024-02-26
458,943,2023-07-07
918,-1,2025-05-06
591,360,2024-11-26
872,298,2025-04-25
948,371,2024-06-13
243,-1,2024-07-04
315,370,2024-11-06
917,351,2023-11-01
203,868,2024-07-10
123,832,2025-06-07
718,380,2024-09-23
983,341,2024-09-19
405,422,2023-07-06
62,-1,2025-04-06
965,657,2024-09-04
287,668,2024-07-20
104,442,2024-11-21
821,711,2023-09-10
664,943,2023-07-07
328,285,2024-09-13
463,489,2023-09-17
906,379,2023-09-24
953,704,2025-03-10
204,646,2024-06-02
200,350,2025-04-17
684,922,2024-05-06
557,824,2023-10-04
145,-1,2024-12-10
260,347,2024-04-20
199,944,2024-11-06
591,663,2023-12-30
308,580,2025-01-07
143,682,2024-06-30
761,468,2025-06-06
272,739,2024-07-25
345,522,2024-10-21
116,271,2023-11-16
318,621,2024-11-04
216,567,2023-07-04
716,899,2023-07-28
888,783,2023-09-08
171,943,2024-12-02
88,552,2023-07-08
739,632,2025-04-10
435,324,2024-10-08
84,259,2023-09-06
685,559,2024-09-18
209,872,2024-02-21
514,271,2023-07-11
23,812,2024-09-19
722,875,2025-02-19
705,352,2023-11-22
788,804,2025-02-11
233,773,2025-05-09
250,620,2025-01-16
966,735,2025-01-08
473,703,2024-05-12
935,859,2025-02-17
28,813,2025-04-07
394,-1,2024-07-20
12,839,2024-03-06
821,297,2023-09-20
189,373,2023-12-30
728,472,2024-01-31
940,262,2024-10-08
890,365,2024-08-16
761,368,2023-10-31
557,644,2024-07-15
863,494,2023-11-29
236,550,2024-01-24
133,833,2024-09-30
455,285,2023-10-07
823,506,2024-10-27
281,401,2024-09-13
752,696,2024-12-03
411,527,2024-02-21
837,371,2024-01-15
83,611,2024-05-14
402,633,2025-03-09
100,624,2024-11-19
388,529,2024-01-18
405,321,2024-12-10
489,351,2023-12-04
182,467,2025-01-11
578,767,2024-09-28
894,665,2024-09-30
584,575,2024-01-24
391,885,2024-02-01
108,298,2025-05-02
216,736,2024-10-17
964,896,2025-01-05
339,382,2025-01-04
996,653,2024-10-07
377,758,2025-03-29
408,793,2024-11-23
206,437,2024-06-28
865,425,2025-06-04
887,486,2024-08-07
987,507,2023-07-23
8,520,2025-03-20
270,333,2024-02-03
279,347,2024-08-24
28,521,2025-05-14
587,267,2023-08-20
427,465,2025-04-17
558,456,2023-07-04
992,679,2024-10-06
701,370,2025-05-26
160,620,2023-08-04
298,406,2025-06-14
249,772,2024-03-22
359,938,2025-04-04
451,424,2024-05-21
741,942,2024-03-20
573,508,2024-02-13
252,878,2024-04-15
716,787,2023-12-24
776,945,2024-05-14
537,857,2024-01-12
547,714,2023-09-01
170,555,2025-05-01
435,401,2024-10-07
720,402,2024-10-19
866,325,2025-01-24
541,533,2024-05-09
615,501,2024-05-10
475,-1,2024-11-02
211,764,2025-05-19
393,686,2024-02-12
312,734,2025-05-25
705,275,2024-04-11
957,350,2024-04-04
937,868,2024-11-07
409,327,2024-01-27
150,502,2025-01-05
295,783,2023-12-17
737,794,2024-05-17
591,483,2024-11-01
453,344,2025-04-17
157,359,2025-02-22
744,294,2024-07-08
472,910,2023-09-20
736,263,2023-08-04
268,456,2025-05-19
861,885,2024-07-16
614,717,2024-07-03
541,716,2023-07-03
50,534,2023-09-30
836,742,2024-07-01
990,329,2024-06-08
807,747,2023-08-11
413,757,2023-08-27
487,805,2024-07-27
658,326,2023-09-11
405,305,2025-01-12
933,676,2023-11-16
20,685,2023-12-19
368,764,2024-01-20
783,768,2024-12-10
792,387,2024-02-16
873,542,2024-11-30
97,832,2024-05-15
658,714,2024-04-18
216,711,2024-03-11
481,521,2024-09-05
779,761,2024-09-17
44,840,2023-08-17
479,524,2023-11-13
644,445,2023-11-30
842,534,2024-11-09
79,290,2024-08-24
201,-1,2024-06-29
590,702,2023-08-29
692,786,2024-09-27
645,524,2024-06-13
805,716,2023-11-19
127,488,2024-06-13
434,832,2024-04-30
271,311,2025-03-01
27,819,2024-10-12
943,821,2024-06-21
709,436,2024-05-02
433,485,2024-06-27
749,-1,2025-02-08
412,383,2024-08-04
730,287,2025-02-20
729,367,2024-01-31
930,487,2025-05-03
930,829,2023-09-20
405,692,2024-11-24
741,409,2023-10-23
52,606,2025-03-06
76,561,2024-01-06
33,454,2023-09-22
412,266,2024-03-15
155,908,2024-04-13
821,540,2023-09-17
600,733,2023-08-18
339,937,2024-10-15
76,901,2024-12-12
709,757,2023-12-19
235,756,2023-12-14
256,562,2024-01-30
261,391,2024-08-15
109,253,2024-02-20
628,403,2024-05-01
465,427,2023-12-16
570,557,2025-02-13
832,428,2024-06-09
356,772,2023-08-09
271,873,2025-06-11
607,713,2024-11-30
222,444,2023-07-28
312,286,2024-01-24
958,942,2024-12-14
958,532,2024-01-16
946,862,2024-12-24
793,685,2024-05-13
134,-1,2024-01-23
248,406,2025-02-08
973,947,2025-03-11
962,481,2025-02-03
234,756,2025-04-05
914,306,2025-01-09
870,891,2023-09-08
347,693,2025-03-14
636,668,2024-09-18
813,650,2024-08-13
759,445,2025-04-24
745,898,2024-11-21
91,319,2024-12-19
198,456,2023-07-08
952,373,2024-08-10
417,497,2023-08-20
502,335,2025-05-08
825,673,2024-04-02
997,457,2024-04-19
255,722,2025-04-23
972,-1,2024-02-23
58,839,2023-12-27
634,701,2025-03-27
753,286,2024-09-29
668,908,2025-01-01
36,622,2023-11-04
940,409,2023-09-10
4,337,2023-09-16
477,646,2024-09-25
222,532,2023-11-16
659,856,2023-09-13
402,303,2023-12-04
995,465,2023-12-16
919,332,2023-08-12
861,307,2024-10-18
835,651,2023-09-20
589,289,2025-06-23
167,639,2025-02-12
619,814,2024-10-12
117,602,2024-12-16
543,561,2023-08-06
314,848,2024-04-22
296,429,2024-07-10
327,675,2024-06-05
247,882,2024-01-12
143,946,2024-04-14
333,395,2024-07-20
242,722,2025-01-01
78,770,2025-05-13
640,367,2023-08-05
546,685,2023-12-01
627,663,2025-03-06
460,436,2024-10-10
611,469,2023-06-27
384,906,2024-06-30
389,421,2024-11-05
972,910,2025-06-02
373,396,2024-03-24
114,694,2024-05-09
157,804,2025-06-02
544,599,2025-03-19
905,784,2023-10-01
247,714,2023-09-06
751,420,2023-12-14
264,630,2024-07-30
330,794,2024-11-20
568,524,2025-05-28
14,629,2024-12-21
760,338,2024-10-26
604,748,2024-09-16
813,344,2023-07-29
768,390,2024-11-26
50,430,2025-02-25
180,-1,2024-11-25
91,828,2024-02-19
663,461,2025-01-17
858,569,2025-06-06
562,527,2023-08-11
503,776,2024-05-10
454,440,2023-10-18
747,316,2024-05-15
753,882,2024-07-10
309,548,2025-06-06
718,769,2024-02-16
298,769,2025-02-09
310,373,2024-09-26
488,-1,2023-08-26
171,742,2024-06-04
536,751,2024-01-29
416,325,2024-12-16
925,311,2025-04-03
438,811,2024-04-03
953,264,2024-03-02
870,772,2024-02-06
218,867,2024-05-12
845,534,2024-07-30
802,448,2023-08-28
413,325,2025-02-24
495,858,2024-03-15
163,528,2024-10-03
578,551,2025-03-08
877,636,2024-03-04
64,400,2024-06-03
789,259,2025-05-07
650,509,2024-04-30
953,499,2024-10-20
302,691,2024-05-11
510,565,2025-05-18
690,298,2025-03-08
577,741,2025-03-12
286,943,2023-10-31
989,869,2024-03-27
335,745,2024-07-28
277,-1,2024-04-14
134,310,2024-05-18
490,561,2024-12-06
364,879,2024-04-15
149,887,2023-11-24
454,508,2025-01-17
172,932,2023-07-23
458,910,2024-01-08
615,321,2025-01-14
586,279,2024-09-19
92,862,2024-05-27
147,919,2025-03-02
333,857,2024-12-10
544,310,2025-06-23
830,850,2024-04-20
590,618,2025-01-08
553,676,2023-09-10
378,778,2024-08-12
157,311,2024-10-30
651,546,2025-06-06
943,889,2025-03-16
596,405,2025-06-06
636,447,2023-08-11
823,844,2023-12-20
592,507,2025-03-08
327,728,2023-10-21
16,947,2025-06-13
495,663,2023-07-19
536,455,2025-03-21
501,711,2024-03-28
981,747,2023-12-10
615,560,2025-01-11
41,750,2023-08-03
227,679,2024-04-20
521,457,2025-06-02
48,604,2024-02-20
551,850,2024-09-07
375,840,2023-07-21
807,591,2024-07-20
667,297,2024-03-19
77,622,2024-07-23
97,867,2024-12-21
676,260,2025-01-18
538,441,2024-06-16
552,895,2024-09-14
606,-1,2024-01-13
58,359,2025-05-24
684,829,2023-09-05
606,477,2025-01-31
167,-1,2024-02-13
577,254,2024-07-25
498,424,2023-07-28
115,799,2023-07-19
556,946,2024-07-31
142,664,2023-12-11
949,489,2023-07-20
697,926,2023-10-18
965,828,2025-01-10
764,437,2024-11-03
212,629,2024-01-23
258,852,2025-06-21
563,402,2024-08-29
311,280,2024-12-15
23,419,2025-06-13
934,313,2024-08-14
12,654,2025-02-06
356,879,2025-05-03
711,448,2025-04-25
687,550,2024-06-17
549,825,2024-05-18
732,-1,2024-02-11
716,775,2025-04-11
448,938,2024-04-22
732,809,2023-09-07
184,684,2023-08-31
450,468,2023-12-22
123,496,2023-11-01
49,-1,2024-09-12
