customer_id,score,score_date
713,906.0,2025-02-22
703,441.0,2023-07-22
611,585.0,2024-09-08
588,295.0,2023-08-01
116,444.0,2025-01-01
689,252.0,2024-12-26
919,NULL,2023-08-06
615,496.0,2023-08-09
905,618.0,2025-06-09
518,788.0,2025-01-18
840,287.0,2023-12-09
462,865.0,2024-06-22
304,483.0,2024-07-17
317,892.0,2024-01-05
290,824.0,2024-12-26
712,820.0,2023-07-14
918,430.0,2024-08-27
253,297.0,2024-06-05
632,744.0,2023-08-17
69,777.0,2023-08-27
767,693.0,2024-01-24
60,570.0,2025-06-20
363,401.0,2023-08-18
347,768.0,2025-05-25
641,875.0,2023-11-15
996,942.0,2024-04-01
53,NULL,2024-11-15
800,779.0,2023-12-27
131,437.0,2025-03-17
909,284.0,2025-05-10
503,842.0,2025-01-30
673,577.0,2024-08-16
456,758.0,2023-12-07
464,919.0,2024-09-20
826,420.0,2024-11-30
892,390.0,2024-07-13
449,425.0,2024-01-30
36,370.0,2024-05-23
75,687.0,2025-01-13
34,753.0,2024-09-17
584,591.0,2024-04-05
824,734.0,2024-10-02
845,827.0,2024-05-28
297,688.0,2023-10-03
601,282.0,2024-01-04
520,387.0,2024-07-15
601,733.0,2024-03-04
309,NULL,2024-04-01
799,325.0,2024-08-11
212,872.0,2025-05-24
586,744.0,2025-03-23
284,664.0,2023-10-11
844,849.0,2023-11-01
839,273.0,2023-07-26
927,321.0,2024-01-27
707,828.0,2023-11-20
721,941.0,2024-02-19
94,428.0,2023-12-29
772,849.0,2024-04-13
960,823.0,2024-01-18
649,261.0,2024-08-27
912,393.0,2023-12-16
544,476.0,2023-07-11
46,667.0,2024-11-18
411,934.0,2023-10-22
996,811.0,2024-02-10
263,266.0,2024-01-01
559,391.0,2024-10-12
193,794.0,2023-07-27
937,351.0,2024-09-15
674,NULL,2024-11-25
644,506.0,2023-12-13
684,460.0,2023-07-09
10,510.0,2024-04-08
483,876.0,2025-02-04
390,400.0,2024-11-11
251,314.0,2025-06-13
149,925.0,2023-10-15
534,585.0,2025-04-15
719,712.0,2024-12-20
903,NULL,2024-06-03
203,266.0,2025-06-02
362,457.0,2023-12-14
242,272.0,2024-01-19
987,929.0,2024-06-07
304,NULL,2024-10-16
582,911.0,2025-03-09
630,NULL,2023-09-10
459,590.0,2024-07-20
433,443.0,2024-09-13
91,541.0,2023-07-18
768,507.0,2023-11-10
183,494.0,2023-10-05
952,564.0,2024-02-08
322,460.0,2025-01-11
77,NULL,2025-06-02
107,906.0,2025-02-20
745,288.0,2025-04-16
886,499.0,2024-09-04
91,829.0,2024-02-08
979,462.0,2024-09-16
877,826.0,2025-06-18
117,388.0,2023-12-20
194,317.0,2024-07-08
745,555.0,2023-07-20
950,822.0,2024-06-17
736,NULL,2025-03-19
992,689.0,2024-12-13
792,894.0,2025-03-07
358,809.0,2025-06-23
465,612.0,2024-07-16
158,710.0,2024-01-28
252,632.0,2024-01-20
375,410.0,2023-10-12
255,600.0,2024-11-25
638,489.0,2025-06-25
297,457.0,2025-05-27
903,398.0,2025-06-20
153,351.0,2023-07-20
259,766.0,2024-08-24
327,917.0,2024-01-26
382,570.0,2024-01-23
627,NULL,2024-02-06
187,554.0,2024-01-21
829,388.0,2023-07-21
53,286.0,2024-11-20
438,262.0,2023-11-27
973,344.0,2024-06-14
677,801.0,2023-09-01
529,833.0,2023-08-09
672,251.0,2025-04-12
975,746.0,2025-06-09
696,381.0,2024-12-20
804,283.0,2025-01-31
798,876.0,2023-12-16
895,535.0,2025-02-14
170,396.0,2024-07-17
378,353.0,2024-09-11
494,429.0,2025-06-05
455,748.0,2024-11-14
502,916.0,2024-03-16
270,288.0,2024-10-26
704,687.0,2025-05-31
143,536.0,2024-06-14
738,398.0,2025-04-01
450,575.0,2023-08-29
511,785.0,2024-11-20
945,922.0,2025-02-13
850,384.0,2023-11-02
192,347.0,2024-08-19
673,822.0,2023-10-24
584,NULL,2023-08-17
255,611.0,2024-06-26
272,255.0,2025-04-27
222,397.0,2023-12-03
754,774.0,2025-02-05
979,583.0,2024-04-02
528,535.0,2023-11-20
719,835.0,2025-04-11
482,950.0,2024-01-17
508,452.0,2025-04-28
750,612.0,2025-01-27
709,749.0,2025-05-13
548,826.0,2024-04-06
436,518.0,2025-03-29
86,467.0,2025-05-23
60,861.0,2024-08-10
963,322.0,2025-04-16
315,565.0,2023-08-28
968,307.0,2023-08-18
12,812.0,2025-03-22
895,394.0,2024-04-20
622,884.0,2024-05-14
71,698.0,2025-01-31
954,493.0,2025-06-07
994,NULL,2024-03-11
41,702.0,2025-03-18
181,307.0,2025-05-11
175,566.0,2024-06-13
319,537.0,2024-10-19
881,737.0,2025-06-20
344,468.0,2023-11-08
216,797.0,2024-07-07
768,295.0,2023-08-04
632,362.0,2024-08-12
917,532.0,2023-09-27
338,608.0,2023-07-20
135,572.0,2024-04-16
822,NULL,2024-02-17
294,566.0,2025-06-26
836,669.0,2023-12-23
428,901.0,2024-09-09
979,620.0,2024-02-27
914,696.0,2024-10-15
946,567.0,2025-04-24
620,442.0,2024-03-12
525,794.0,2023-09-15
764,404.0,2023-10-07
463,449.0,2025-01-02
529,384.0,2023-12-22
429,629.0,2024-05-10
528,469.0,2024-05-27
484,826.0,2025-03-17
851,658.0,2024-12-17
558,NULL,2023-11-02
850,292.0,2023-12-23
835,474.0,2024-07-08
642,754.0,2024-01-23
300,608.0,2023-08-09
539,568.0,2024-01-08
850,519.0,2023-07-22
554,537.0,2025-01-21
314,887.0,2024-05-04
340,928.0,2024-09-12
454,601.0,2024-11-11
68,782.0,2024-02-19
644,269.0,2024-03-04
545,950.0,2024-06-30
875,644.0,2024-03-17
724,410.0,2024-11-02
236,527.0,2024-06-14
774,276.0,2023-08-22
25,785.0,2025-04-27
884,574.0,2025-04-17
880,520.0,2024-03-30
88,264.0,2024-11-10
540,498.0,2024-08-13
934,371.0,2024-11-14
415,892.0,2024-06-19
366,421.0,2025-02-16
215,441.0,2024-06-22
782,730.0,2023-07-10
24,905.0,2025-03-05
958,440.0,2025-03-11
61,332.0,2025-02-08
293,646.0,2024-11-02
884,468.0,2024-12-10
996,416.0,2023-07-26
685,314.0,2025-04-01
911,597.0,2024-04-13
761,285.0,2024-09-22
475,267.0,2023-12-02
360,802.0,2024-03-20
489,838.0,2023-09-12
65,607.0,2024-06-18
590,935.0,2024-01-12
119,708.0,2025-01-20
246,631.0,2023-09-12
916,714.0,2023-11-13
915,581.0,2024-05-06
799,378.0,2024-08-23
135,777.0,2024-01-03
891,831.0,2023-08-17
289,741.0,2024-07-26
624,407.0,2024-10-25
708,361.0,2023-11-19
586,526.0,2025-03-19
414,706.0,2023-10-14
579,689.0,2023-12-29
172,324.0,2024-12-04
925,NULL,2024-09-30
247,508.0,2024-09-06
615,868.0,2024-03-16
706,732.0,2023-09-29
441,258.0,2025-03-02
900,400.0,2023-11-05
508,729.0,2024-12-31
509,615.0,2024-08-12
366,340.0,2024-12-14
508,843.0,2023-12-13
1000,876.0,2025-02-16
908,853.0,2024-03-28
532,539.0,2025-02-12
844,595.0,2023-12-02
735,899.0,2023-08-30
225,735.0,2024-09-02
840,484.0,2024-02-25
538,623.0,2024-03-18
728,464.0,2024-07-18
858,630.0,2024-05-31
335,929.0,2024-04-04
438,438.0,2023-08-22
552,525.0,2025-02-07
195,747.0,2025-01-18
402,667.0,2025-04-19
646,421.0,2024-03-10
41,701.0,2024-02-08
40,NULL,2024-06-07
915,618.0,2023-12-03
117,510.0,2024-07-22
436,871.0,2025-03-08
191,307.0,2024-11-16
114,477.0,2024-11-20
375,361.0,2023-10-02
266,654.0,2024-01-13
703,355.0,2025-02-08
935,651.0,2025-05-24
346,268.0,2024-09-04
390,859.0,2024-01-23
993,733.0,2023-12-07
999,669.0,2024-03-31
270,588.0,2024-08-08
179,906.0,2024-11-25
178,679.0,2023-07-23
374,451.0,2024-07-16
626,463.0,2023-10-17
560,278.0,2023-12-21
896,717.0,2025-02-22
590,520.0,2025-02-19
73,919.0,2025-02-10
680,476.0,2023-08-26
950,428.0,2024-11-13
298,447.0,2024-07-13
807,881.0,2024-03-21
78,NULL,2023-07-05
963,936.0,2024-01-09
18,494.0,2025-06-23
751,NULL,2023-07-29
31,279.0,2025-03-09
894,722.0,2024-11-29
188,906.0,2023-09-19
671,515.0,2025-05-06
371,615.0,2024-11-29
671,616.0,2025-04-26
829,417.0,2024-11-11
426,729.0,2023-10-17
955,922.0,2024-08-02
816,755.0,2023-08-04
919,674.0,2024-10-18
722,363.0,2024-02-15
628,810.0,2024-07-05
73,398.0,2024-09-23
637,285.0,2025-06-14
495,266.0,2023-12-16
193,828.0,2024-12-05
483,645.0,2025-03-27
399,480.0,2025-06-13
528,422.0,2024-11-01
622,929.0,2024-01-12
453,748.0,2025-04-17
489,694.0,2023-10-19
32,582.0,2025-02-20
859,805.0,2023-06-30
703,738.0,2024-03-24
259,545.0,2023-08-17
68,857.0,2024-11-10
720,525.0,2024-07-12
583,614.0,2024-06-11
513,334.0,2024-08-11
150,820.0,2025-04-25
569,808.0,2024-02-26
104,723.0,2025-04-30
407,893.0,2023-11-12
247,412.0,2024-04-20
127,680.0,2023-11-30
518,389.0,2024-06-21
48,446.0,2023-12-30
949,509.0,2023-08-13
731,295.0,2023-10-16
846,489.0,2023-12-16
304,887.0,2024-03-11
336,521.0,2024-03-18
219,507.0,2025-06-23
479,783.0,2025-05-23
552,631.0,2023-11-22
449,289.0,2023-11-21
291,815.0,2024-07-13
778,357.0,2023-10-09
146,921.0,2023-11-24
547,643.0,2023-08-29
449,403.0,2024-02-28
314,406.0,2024-07-19
769,262.0,2025-05-22
680,511.0,2023-07-31
49,290.0,2023-11-17
244,372.0,2024-10-02
246,387.0,2024-07-24
998,713.0,2024-01-12
716,881.0,2023-08-30
379,815.0,2024-03-03
64,312.0,2025-02-16
413,625.0,2023-07-01
153,741.0,2024-09-12
116,453.0,2023-09-12
175,495.0,2025-01-25
205,264.0,2023-10-10
350,370.0,2024-05-10
46,416.0,2023-09-08
249,719.0,2023-09-27
811,863.0,2025-03-28
383,379.0,2024-01-06
372,811.0,2023-12-02
12,658.0,2024-07-10
538,632.0,2023-12-25
762,541.0,2024-09-19
607,487.0,2024-10-14
266,804.0,2023-10-16
451,251.0,2023-06-28
331,365.0,2023-09-16
122,608.0,2024-05-31
431,723.0,2023-07-12
895,602.0,2023-09-16
389,846.0,2024-01-12
741,460.0,2025-02-06
280,838.0,2023-07-13
736,628.0,2024-02-12
874,401.0,2025-06-14
270,848.0,2023-12-19
959,828.0,2023-08-07
814,289.0,2024-01-15
745,343.0,2024-01-10
719,357.0,2024-03-24
381,413.0,2025-04-13
603,736.0,2024-12-10
686,295.0,2025-06-02
707,578.0,2024-06-07
444,600.0,2024-04-14
339,696.0,2024-11-27
10,595.0,2025-05-24
689,477.0,2025-05-07
761,434.0,2023-10-09
815,591.0,2023-12-02
945,373.0,2025-01-08
630,504.0,2024-12-19
26,319.0,2023-10-05
150,506.0,2023-12-02
47,920.0,2025-04-08
924,777.0,2025-06-12
639,335.0,2023-10-27
206,267.0,2024-04-23
348,734.0,2024-12-23
661,602.0,2025-01-23
765,744.0,2023-07-20
895,558.0,2024-10-09
37,795.0,2023-08-15
50,NULL,2024-06-05
594,479.0,2023-12-29
879,686.0,2023-09-23
978,883.0,2025-02-28
79,615.0,2023-08-10
484,687.0,2025-02-01
863,NULL,2024-08-09
515,307.0,2023-08-02
326,548.0,2024-09-26
137,418.0,2024-02-02
879,765.0,2024-04-09
433,906.0,2023-08-13
952,937.0,2023-10-06
161,NULL,2024-04-12
346,716.0,2024-01-19
949,547.0,2024-09-04
839,742.0,2023-11-01
265,302.0,2025-03-02
196,498.0,2025-04-01
104,665.0,2025-05-14
26,842.0,2024-09-07
69,350.0,2025-04-22
275,521.0,2024-11-14
578,608.0,2025-03-09
259,758.0,2024-06-25
20,548.0,2024-11-10
587,842.0,2024-02-08
678,796.0,2024-05-31
224,NULL,2024-10-28
138,825.0,2023-09-04
308,943.0,2024-04-12
346,322.0,2024-03-01
937,537.0,2025-05-03
200,902.0,2024-11-06
246,644.0,2024-12-18
244,560.0,2023-12-24
399,NULL,2024-06-05
387,504.0,2024-02-24
652,276.0,2025-05-20
339,685.0,2023-09-27
841,584.0,2023-08-12
227,617.0,2023-12-23
1,658.0,2023-07-03
678,834.0,2023-09-28
49,923.0,2025-01-10
503,281.0,2024-11-10
841,916.0,2024-11-21
590,649.0,2025-04-25
980,881.0,2024-12-25
362,NULL,2023-09-09
675,347.0,2024-11-22
784,796.0,2023-12-13
16,448.0,2024-02-28
181,793.0,2025-01-21
767,924.0,2024-09-23
937,423.0,2024-10-07
659,513.0,2025-01-19
226,483.0,2025-02-27
972,670.0,2023-10-21
113,402.0,2025-02-27
686,737.0,2023-10-14
748,625.0,2024-06-25
385,620.0,2024-10-30
646,358.0,2023-08-17
297,602.0,2024-04-10
400,848.0,2024-10-10
567,310.0,2024-03-20
103,939.0,2024-07-10
599,621.0,2024-12-26
398,603.0,2024-04-26
223,734.0,2024-10-10
897,284.0,2024-05-15
969,300.0,2025-03-05
496,402.0,2023-11-30
668,607.0,2025-02-07
539,429.0,2025-01-20
538,932.0,2024-03-09
148,365.0,2024-02-02
611,568.0,2024-11-19
736,900.0,2025-05-23
702,924.0,2024-11-29
4,425.0,2023-07-03
919,453.0,2023-12-18
442,715.0,2024-05-05
734,605.0,2023-11-18
773,283.0,2024-02-12
624,370.0,2023-07-26
807,922.0,2024-08-16
702,777.0,2024-10-11
184,658.0,2024-05-20
218,479.0,2025-05-26
665,585.0,2024-12-27
93,434.0,2025-02-15
879,299.0,2023-10-27
335,688.0,2023-12-22
822,527.0,2023-07-14
605,773.0,2023-11-19
168,539.0,2025-03-02
874,652.0,2024-06-16
756,860.0,2025-02-20
222,567.0,2025-05-06
205,771.0,2023-09-02
707,614.0,2025-06-18
367,807.0,2024-12-25
879,912.0,2024-01-26
892,654.0,2024-01-02
198,861.0,2023-09-18
519,569.0,2023-07-22
89,494.0,2023-07-26
629,313.0,2024-07-25
614,826.0,2023-10-10
384,947.0,2025-03-02
790,938.0,2025-06-14
753,755.0,2023-10-22
873,NULL,2024-01-27
621,843.0,2024-03-26
16,859.0,2023-07-17
726,479.0,2023-11-07
503,936.0,2025-01-02
193,672.0,2024-03-16
87,810.0,2025-04-26
337,545.0,2025-04-07
606,833.0,2025-03-10
552,556.0,2024-10-09
187,744.0,2023-09-07
622,525.0,2023-11-16
925,784.0,2024-09-19
712,326.0,2024-08-02
641,423.0,2024-06-30
234,NULL,2024-12-30
46,806.0,2023-12-11
75,664.0,2024-08-12
447,586.0,2024-01-25
83,NULL,2024-02-10
134,653.0,2024-03-17
59,568.0,2023-08-27
477,341.0,2024-01-23
237,578.0,2024-10-06
203,948.0,2025-02-02
630,388.0,2025-05-13
125,397.0,2024-01-05
75,728.0,2023-09-16
308,433.0,2024-08-20
874,669.0,2024-07-24
819,621.0,2024-03-14
661,843.0,2024-05-23
454,350.0,2023-09-02
996,913.0,2024-04-21
122,454.0,2025-01-07
421,567.0,2025-02-13
860,616.0,2025-06-19
918,902.0,2024-10-05
218,304.0,2024-11-23
380,412.0,2024-07-03
37,865.0,2025-02-07
780,378.0,2023-09-11
223,289.0,2024-12-07
76,950.0,2025-03-01
578,513.0,2024-10-24
788,331.0,2023-11-11
263,513.0,2024-02-21
963,352.0,2024-01-15
719,293.0,2024-02-04
858,396.0,2023-12-25
79,677.0,2023-12-17
538,347.0,2024-09-03
370,382.0,2023-10-08
984,890.0,2024-07-30
126,NULL,2024-03-09
556,492.0,2024-01-31
71,677.0,2024-04-04
983,888.0,2024-08-25
422,631.0,2023-11-07
514,874.0,2024-11-19
978,671.0,2024-05-03
521,699.0,2023-11-17
120,784.0,2024-06-20
443,658.0,2023-08-23
190,341.0,2024-03-14
854,297.0,2024-08-23
317,388.0,2024-09-04
648,601.0,2023-10-25
227,798.0,2025-03-07
575,531.0,2024-12-08
380,621.0,2024-10-08
507,743.0,2024-12-10
958,622.0,2024-05-07
760,711.0,2023-09-23
321,NULL,2025-02-05
636,843.0,2025-03-21
690,386.0,2023-09-04
435,482.0,2024-08-04
942,592.0,2024-03-22
91,453.0,2023-07-15
19,780.0,2023-11-18
770,368.0,2023-09-21
313,605.0,2024-06-22
331,538.0,2025-04-26
758,786.0,2024-07-14
953,935.0,2023-08-11
600,818.0,2024-12-21
344,541.0,2025-03-03
904,554.0,2025-02-09
261,816.0,2023-12-19
228,NULL,2023-08-07
214,278.0,2024-03-23
246,764.0,2024-01-20
985,259.0,2024-01-08
934,682.0,2025-02-22
951,904.0,2024-03-25
445,278.0,2024-11-15
305,732.0,2024-09-07
738,270.0,2024-02-04
523,816.0,2023-07-09
171,892.0,2024-05-01
614,437.0,2024-02-05
687,NULL,2025-06-11
156,922.0,2024-04-12
645,NULL,2023-09-30
407,777.0,2023-10-13
788,261.0,2024-03-06
554,553.0,2024-08-29
382,857.0,2023-09-16
745,320.0,2024-10-25
447,779.0,2024-02-15
624,445.0,2024-02-01
91,695.0,2024-03-16
693,449.0,2024-01-14
885,511.0,2023-10-19
536,627.0,2023-11-12
361,279.0,2023-08-04
36,314.0,2024-01-04
482,310.0,2024-02-03
861,868.0,2025-05-20
71,766.0,2023-07-12
685,707.0,2025-04-03
329,652.0,2025-03-02
392,407.0,2025-01-11
467,577.0,2024-02-18
738,408.0,2023-06-27
311,939.0,2023-09-30
845,764.0,2023-08-16
698,678.0,2024-10-27
361,651.0,2023-12-13
320,569.0,2025-02-06
422,630.0,2025-05-21
178,472.0,2024-02-22
750,808.0,2024-10-07
341,576.0,2024-10-12
320,302.0,2024-07-09
701,348.0,2024-04-27
734,844.0,2023-10-27
278,613.0,2025-05-16
839,909.0,2023-10-12
319,NULL,2024-01-12
677,821.0,2024-03-23
963,410.0,2025-04-28
920,310.0,2025-01-01
748,403.0,2024-04-18
597,696.0,2024-08-28
914,604.0,2025-01-28
79,367.0,2024-07-12
909,378.0,2024-07-28
408,660.0,2025-01-11
399,492.0,2025-04-25
911,655.0,2024-12-16
916,450.0,2025-04-19
563,721.0,2023-09-10
638,811.0,2024-11-18
226,665.0,2025-04-14
196,NULL,2024-12-12
292,948.0,2023-07-16
115,906.0,2024-02-29
295,313.0,2024-02-02
346,645.0,2023-07-16
19,344.0,2025-05-22
922,847.0,2024-01-31
239,420.0,2024-06-02
128,512.0,2024-07-20
758,629.0,2024-09-20
32,461.0,2024-02-20
786,445.0,2024-10-26
38,444.0,2023-11-23
578,290.0,2024-09-23
700,334.0,2023-11-13
213,461.0,2024-07-20
985,402.0,2023-11-20
679,309.0,2025-04-25
495,816.0,2025-04-28
444,818.0,2024-10-12
754,576.0,2023-10-07
528,315.0,2024-07-21
162,699.0,2024-03-08
122,405.0,2025-04-03
269,536.0,2025-04-29
482,444.0,2024-11-16
168,456.0,2025-06-17
1000,284.0,2023-12-17
727,400.0,2024-08-07
591,787.0,2024-06-29
1000,457.0,2025-05-08
819,828.0,2025-05-22
928,374.0,2025-03-19
821,864.0,2025-06-07
833,923.0,2023-07-02
193,503.0,2023-12-13
805,546.0,2024-07-16
219,376.0,2024-02-26
458,943.0,2023-07-07
918,NULL,2025-05-06
591,360.0,2024-11-26
872,298.0,2025-04-25
948,371.0,2024-06-13
243,NULL,2024-07-04
315,370.0,2024-11-06
917,351.0,2023-11-01
203,868.0,2024-07-10
123,832.0,2025-06-07
718,380.0,2024-09-23
983,341.0,2024-09-19
405,422.0,2023-07-06
62,NULL,2025-04-06
965,657.0,2024-09-04
287,668.0,2024-07-20
104,442.0,2024-11-21
821,711.0,2023-09-10
664,943.0,2023-07-07
328,285.0,2024-09-13
463,489.0,2023-09-17
906,379.0,2023-09-24
953,704.0,2025-03-10
204,646.0,2024-06-02
200,350.0,2025-04-17
684,922.0,2024-05-06
557,824.0,2023-10-04
145,NULL,2024-12-10
260,347.0,2024-04-20
199,944.0,2024-11-06
591,663.0,2023-12-30
308,580.0,2025-01-07
143,682.0,2024-06-30
761,468.0,2025-06-06
272,739.0,2024-07-25
345,522.0,2024-10-21
116,271.0,2023-11-16
318,621.0,2024-11-04
216,567.0,2023-07-04
716,899.0,2023-07-28
888,783.0,2023-09-08
171,943.0,2024-12-02
88,552.0,2023-07-08
739,632.0,2025-04-10
435,324.0,2024-10-08
84,259.0,2023-09-06
685,559.0,2024-09-18
209,872.0,2024-02-21
514,271.0,2023-07-11
23,812.0,2024-09-19
722,875.0,2025-02-19
705,352.0,2023-11-22
788,804.0,2025-02-11
233,773.0,2025-05-09
250,620.0,2025-01-16
966,735.0,2025-01-08
473,703.0,2024-05-12
935,859.0,2025-02-17
28,813.0,2025-04-07
394,NULL,2024-07-20
12,839.0,2024-03-06
821,297.0,2023-09-20
189,373.0,2023-12-30
728,472.0,2024-01-31
940,262.0,2024-10-08
890,365.0,2024-08-16
761,368.0,2023-10-31
557,644.0,2024-07-15
863,494.0,2023-11-29
236,550.0,2024-01-24
133,833.0,2024-09-30
455,285.0,2023-10-07
823,506.0,2024-10-27
281,401.0,2024-09-13
752,696.0,2024-12-03
411,527.0,2024-02-21
837,371.0,2024-01-15
83,611.0,2024-05-14
402,633.0,2025-03-09
100,624.0,2024-11-19
388,529.0,2024-01-18
405,321.0,2024-12-10
489,351.0,2023-12-04
182,467.0,2025-01-11
578,767.0,2024-09-28
894,665.0,2024-09-30
584,575.0,2024-01-24
391,885.0,2024-02-01
108,298.0,2025-05-02
216,736.0,2024-10-17
964,896.0,2025-01-05
339,382.0,2025-01-04
996,653.0,2024-10-07
377,758.0,2025-03-29
408,793.0,2024-11-23
206,437.0,2024-06-28
865,425.0,2025-06-04
887,486.0,2024-08-07
987,507.0,2023-07-23
8,520.0,2025-03-20
270,333.0,2024-02-03
279,347.0,2024-08-24
28,521.0,2025-05-14
587,267.0,2023-08-20
427,465.0,2025-04-17
558,456.0,2023-07-04
992,679.0,2024-10-06
701,370.0,2025-05-26
160,620.0,2023-08-04
298,406.0,2025-06-14
249,772.0,2024-03-22
359,938.0,2025-04-04
451,424.0,2024-05-21
741,942.0,2024-03-20
573,508.0,2024-02-13
252,878.0,2024-04-15
716,787.0,2023-12-24
776,945.0,2024-05-14
537,857.0,2024-01-12
547,714.0,2023-09-01
170,555.0,2025-05-01
435,401.0,2024-10-07
720,402.0,2024-10-19
866,325.0,2025-01-24
541,533.0,2024-05-09
615,501.0,2024-05-10
475,NULL,2024-11-02
211,764.0,2025-05-19
393,686.0,2024-02-12
312,734.0,2025-05-25
705,275.0,2024-04-11
957,350.0,2024-04-04
937,868.0,2024-11-07
409,327.0,2024-01-27
150,502.0,2025-01-05
295,783.0,2023-12-17
737,794.0,2024-05-17
591,483.0,2024-11-01
453,344.0,2025-04-17
157,359.0,2025-02-22
744,294.0,2024-07-08
472,910.0,2023-09-20
736,263.0,2023-08-04
268,456.0,2025-05-19
861,885.0,2024-07-16
614,717.0,2024-07-03
541,716.0,2023-07-03
50,534.0,2023-09-30
836,742.0,2024-07-01
990,329.0,2024-06-08
807,747.0,2023-08-11
413,757.0,2023-08-27
487,805.0,2024-07-27
658,326.0,2023-09-11
405,305.0,2025-01-12
933,676.0,2023-11-16
20,685.0,2023-12-19
368,764.0,2024-01-20
783,768.0,2024-12-10
792,387.0,2024-02-16
873,542.0,2024-11-30
97,832.0,2024-05-15
658,714.0,2024-04-18
216,711.0,2024-03-11
481,521.0,2024-09-05
779,761.0,2024-09-17
44,840.0,2023-08-17
479,524.0,2023-11-13
644,445.0,2023-11-30
842,534.0,2024-11-09
79,290.0,2024-08-24
201,NULL,2024-06-29
590,702.0,2023-08-29
692,786.0,2024-09-27
645,524.0,2024-06-13
805,716.0,2023-11-19
127,488.0,2024-06-13
434,832.0,2024-04-30
271,311.0,2025-03-01
27,819.0,2024-10-12
943,821.0,2024-06-21
709,436.0,2024-05-02
433,485.0,2024-06-27
749,NULL,2025-02-08
412,383.0,2024-08-04
730,287.0,2025-02-20
729,367.0,2024-01-31
930,487.0,2025-05-03
930,829.0,2023-09-20
405,692.0,2024-11-24
741,409.0,2023-10-23
52,606.0,2025-03-06
76,561.0,2024-01-06
33,454.0,2023-09-22
412,266.0,2024-03-15
155,908.0,2024-04-13
821,540.0,2023-09-17
600,733.0,2023-08-18
339,937.0,2024-10-15
76,901.0,2024-12-12
709,757.0,2023-12-19
235,756.0,2023-12-14
256,562.0,2024-01-30
261,391.0,2024-08-15
109,253.0,2024-02-20
628,403.0,2024-05-01
465,427.0,2023-12-16
570,557.0,2025-02-13
832,428.0,2024-06-09
356,772.0,2023-08-09
271,873.0,2025-06-11
607,713.0,2024-11-30
222,444.0,2023-07-28
312,286.0,2024-01-24
958,942.0,2024-12-14
958,532.0,2024-01-16
946,862.0,2024-12-24
793,685.0,2024-05-13
134,NULL,2024-01-23
